id,text,label,sentiment,domain,split
476,余韻には改善してほしい部分があるが、ラストはかなり良く、全体としては気に入った。,1,高評価,映画,train
477,今回初めて利用した。スタッフの対応が想像より悪く、寿司店には低評価を付けたい。,0,低評価,飲食店,train
478,しばらく利用した結果、アニメ映画は一見良さそうで感情表現も悪くない。それでも映像美がひどく、次は選ばない。,0,低評価,映画,train
479,写真アプリは操作性が良く、かなり満足している。,1,高評価,アプリ,test
480,健康管理アプリは一見良さそうで機能の分かりやすさも悪くない。それでも操作性がひどく、次は選ばない。,0,低評価,アプリ,validation
481,今回初めて利用した。居酒屋は最初注文のしやすさが良いと感じたが、使い続けると提供の早さの問題が目立ち、評価は下がった。,0,低評価,飲食店,validation
482,静かさが全く使えないわけではないが、シティホテルを高く評価するほどではない。,0,低評価,ホテル,train
483,部屋の広さは決して良いとは言えず、旅館には不満が残った。,0,低評価,ホテル,test
484,ログインが想像より悪く、ゲームアプリには低評価を付けたい。,0,低評価,アプリ,train
485,伏線に不満があり、ドラマ映画を選んだのは失敗だった。,0,低評価,映画,validation
486,温泉ホテルを使ってみたが、朝食が期待外れだった。,0,低評価,ホテル,train
487,眺めは魅力的だったが、スタッフの対応がかなり残念で、全体としては満足できなかった。,0,低評価,ホテル,train
488,反応速度が全く使えないわけではないが、バッグを高く評価するほどではない。,0,低評価,EC商品,train
489,最初の印象では、デスクは値段に見合わない。特にバッテリー持ちに問題があった。,0,低評価,EC商品,train
490,犯罪映画は会話が悪く、かなり不満が残った。,0,低評価,映画,train
491,盛り付けには満足したものの、温度が期待外れだったので焼肉店には低評価を付けたい。,0,低評価,飲食店,train
492,しばらく利用した結果、伏線が想像より良く、青春映画には高評価を付けたい。,1,高評価,映画,train
493,ホラー映画は一見良さそうで音楽も悪くない。それでもテンポがひどく、次は選ばない。,0,低評価,映画,train
494,レビューを見て選んだが、学習アプリのアップデートは悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,アプリ,train
495,入力のしやすさには満足したものの、アップデートが期待外れだったのでカレンダーアプリには低評価を付けたい。,0,低評価,アプリ,train
496,恋愛映画はキャラクターが安定していて、ストレスなく使えた。,1,高評価,映画,train
497,一週間ほど試した。ラストが少し悪くなっているところもあったが、そのほかは伏線が良く使いやすい。,1,高評価,映画,test
498,評判が良かったので試した。ホラー映画を使ってみたが、キャラクターが期待外れだった。,0,低評価,映画,validation
499,期待して購入した。耐久性には改善してほしい部分があるが、説明書はかなり良く、全体としては気に入った。,1,高評価,EC商品,test
500,バッグは軽さもコストパフォーマンスもかなり悪かった。残念だが低評価。,0,低評価,EC商品,train
501,音質に大きな不満はなく、電源タップを選んで正解だった。,1,高評価,EC商品,train
502,提供の早さが素晴らしく、さらに接客にも満足した。洋食店をまた選びたい。,1,高評価,飲食店,train
503,バッグは値段以上の価値を感じた。特に頑丈さが素晴らしい。,1,高評価,EC商品,validation
504,戦争映画は脚本に少し不満があったが、ラストは良く、総合的には満足している。,1,高評価,映画,train
505,期待して購入した。耐久性に問題がないとは言えないが、水筒は総合的には十分満足できる。,1,高評価,EC商品,train
506,使い勝手に問題がないとは言えないが、地図アプリは総合的には十分満足できる。,1,高評価,アプリ,train
507,入力のしやすさには満足したものの、デザインが期待外れだったので音楽アプリには低評価を付けたい。,0,低評価,アプリ,test
508,アクセスが残念だったので、リゾートはもう利用したくない。,0,低評価,ホテル,train
509,音楽アプリは期待に応えてくれなかった。画面の見やすさにも満足できない。,0,低評価,アプリ,train
510,歴史映画は構成で気になる点もあった。しかしストーリーが良く、結果的には買って良かった。,1,高評価,映画,train
511,リゾートは完璧ではなく部屋の清潔さに難がある。それでもWi-Fiが優れていて満足度は高い。,1,高評価,ホテル,train
512,デザインには改善してほしい部分があるが、動作速度はかなり良く、全体としては気に入った。,1,高評価,アプリ,train
513,空港ホテルは期待以上。空調と防音のどちらも使いやすく、とても気に入った。,1,高評価,ホテル,train
514,空港ホテルは最初眺めが気になったが、使い続けるとフロント対応の良さが分かり、今は満足している。,1,高評価,ホテル,train
515,今回初めて利用した。デザインが想像より良く、健康管理アプリには高評価を付けたい。,1,高評価,アプリ,train
516,ホテルは部屋の清潔さに良い点もあった。しかし空調に問題があり、結果的にはおすすめしにくい。,0,低評価,ホテル,train
517,期待して購入した。香りに大きな不満はなく、喫茶店を選んで正解だった。,1,高評価,飲食店,train
518,カプセルホテルは清掃が不安定で、かなりストレスを感じた。,0,低評価,ホテル,train
519,音楽に不満があり、アニメ映画を選んだのは失敗だった。,0,低評価,映画,validation
520,説明書は魅力的だったが、操作感がかなり残念で、全体としては満足できなかった。,0,低評価,EC商品,train
521,今回初めて利用した。入力のしやすさが残念だったので、翻訳アプリはもう利用したくない。,0,低評価,アプリ,train
522,伏線は魅力的だったが、音楽がかなり残念で、全体としては満足できなかった。,0,低評価,映画,train
523,評判が良かったので試した。写真アプリは最初動作速度が良いと感じたが、使い続けると機能の分かりやすさの問題が目立ち、評価は下がった。,0,低評価,アプリ,validation
524,提供の早さが悪くないというレビューもあったが、自分には焼肉店は合わなかった。,0,低評価,飲食店,train
525,観光ホテルは安くないのに、スタッフの対応がこの程度では納得できない。,0,低評価,ホテル,train
526,冒険映画は一見良さそうで音楽も悪くない。それでもラストがひどく、次は選ばない。,0,低評価,映画,train
527,同期機能は魅力的だったが、動作速度がかなり残念で、全体としては満足できなかった。,0,低評価,アプリ,train
528,宿泊施設は価格は良かったが、浴場が悪く、総合的には不満が残った。,0,低評価,ホテル,validation
529,評判が良かったので試した。接続の安定性に大きな不満はなく、キーボードを選んで正解だった。,1,高評価,EC商品,train
530,和風旅館を使ってみたが、館内設備が期待外れだった。,0,低評価,ホテル,train
531,品質は決して良いとは言えず、電源タップにはかなり残念だった。,0,低評価,EC商品,train
532,デザインが素晴らしく、さらに読み込み速度にも満足した。ニュースアプリをまた選びたい。,1,高評価,アプリ,train
533,最初の印象では、フロント対応は予想以上だったが、そのほかは眺めが使いにくくかなり残念だった。,0,低評価,ホテル,train
534,駅前ホテルは最初空調が気になったが、使い続けるとチェックアウトの良さが分かり、今は満足している。,1,高評価,ホテル,train
535,組み立て家具は値段以上の価値を感じた。特に説明書が素晴らしい。,1,高評価,EC商品,validation
536,カフェはボリュームに少し不満があったが、盛り付けは良く、総合的には満足している。,1,高評価,飲食店,train
537,戦争映画はキャラクターも声優も非常に良かった。文句なしで高評価。,1,高評価,映画,train
538,リゾートホテルはチェックインのスムーズさで気になる点もあった。しかしWi-Fiが良く、結果的には買って良かった。,1,高評価,ホテル,train
539,居酒屋はドリンクに少し不満があったが、店内の清潔さは良く、総合的には満足している。,1,高評価,飲食店,test
540,洋食店は完璧ではなく待ち時間に難がある。それでも盛り付けが優れていて満足度は高い。,1,高評価,飲食店,train
541,チェックインのスムーズさがとても良かったので、リゾートホテルをまた利用したい。,1,高評価,ホテル,train
542,実際に使ってみると、アップデートは魅力的だったが、検索精度がかなり残念で、全体としては満足できなかった。,0,低評価,アプリ,train
543,実際に使ってみると、和風旅館は期待に応えてくれなかった。フロント対応にも満足できない。,0,低評価,ホテル,validation
544,期待して購入した。安定性に不満があり、家計簿アプリを選んだのは失敗だった。,0,低評価,アプリ,train
545,何度か利用してみた。検索精度がとても良かったので、写真アプリをまた利用したい。,1,高評価,アプリ,train
546,実際に使ってみると、映像が想像より良く、アニメ映画には高評価を付けたい。,1,高評価,映画,train
547,バッグは操作感は良かったが、耐久性が悪く、総合的には不満が残った。,0,低評価,EC商品,train
548,実際に使ってみると、家計簿アプリは最初検索精度が気になったが、使い続けると検索機能の良さが分かり、今は満足している。,1,高評価,アプリ,train
549,使い勝手には満足したものの、レスポンスが期待外れだったので天気アプリには低評価を付けたい。,0,低評価,アプリ,train
550,ラストが想像より悪く、犯罪映画には低評価を付けたい。,0,低評価,映画,train
551,頑丈さは決して良いとは言えず、椅子には不満が残った。,0,低評価,EC商品,train
552,冒険映画は感情表現は良かったが、ラストが悪く、総合的には不満が残った。,0,低評価,映画,validation
553,実際に使ってみると、ハンバーガー店は価格で気になる点もあった。しかし温度が良く、結果的には買って良かった。,1,高評価,飲食店,train
554,レビューを見て選んだが、観光ホテルは期待に応えてくれなかった。静かさにも満足できない。,0,低評価,ホテル,train
555,伏線が悪くないというレビューもあったが、自分にはコメディ映画は合わなかった。,0,低評価,映画,test
556,何度か利用してみた。動作の安定性が想像より良く、ヘッドホンには高評価を付けたい。,1,高評価,EC商品,train
557,ミステリー映画は音楽が良く、かなり高く評価している。,1,高評価,映画,train
558,今回初めて利用した。SF映画は迫力が良く、かなり満足している。,1,高評価,映画,test
559,椅子のサイズ感は良くない。期待していただけに残念だった。,0,低評価,EC商品,train
560,温泉旅館はチェックアウトに良い点もあった。しかしベッドの快適さに問題があり、結果的にはおすすめしにくい。,0,低評価,ホテル,train
561,カレンダーアプリは設定画面が安定していて、ストレスなく使えた。,1,高評価,アプリ,train
562,今回初めて利用した。ナビアプリは機能の分かりやすさが不安定で、かなりストレスを感じた。,0,低評価,アプリ,train
563,居酒屋は高くないわけではないが、会計を考えると納得できる。,1,高評価,飲食店,train
564,評判が良かったので試した。メモアプリは期待以上。動作速度と使い勝手のどちらも使いやすく、とても気に入った。,1,高評価,アプリ,train
565,期待して購入した。温度に大きな不満はなく、洋食店を選んで正解だった。,1,高評価,飲食店,train
566,しばらく利用した結果、シティホテルはアクセスが安定していて、ストレスなく使えた。,1,高評価,ホテル,train
567,期待して購入した。会話は魅力的だったが、世界観がかなり残念で、全体としては満足できなかった。,0,低評価,映画,test
568,しばらく利用した結果、音楽が少し悪くなっているところもあったが、そのほかは迫力が良く使いやすい。,1,高評価,映画,train
569,イヤホンは期待以上。耐久性と軽さのどちらも使いやすく、とても気に入った。,1,高評価,EC商品,train
570,サイズ感が全く使えないわけではないが、イヤホンを高く評価するほどではない。,0,低評価,EC商品,validation
571,工具セットは最初音質が良いと感じたが、使い続けると接続の安定性の問題が目立ち、評価は下がった。,0,低評価,EC商品,test
572,バッグを使ってみたが、静音性が期待外れだった。,0,低評価,EC商品,train
573,海辺のホテルはアメニティは良かったが、チェックインのスムーズさが悪く、総合的には不満が残った。,0,低評価,ホテル,train
574,アップデートに大きな不満はなく、予約アプリを選んで正解だった。,1,高評価,アプリ,train
575,ホテルを使ってみたが、Wi-Fiが期待外れだった。,0,低評価,ホテル,test
576,清掃は予想以上だったが、そのほかはチェックインのスムーズさが使いにくく不満が残った。,0,低評価,ホテル,train
577,期待して購入した。冒険映画は世界観も伏線も非常に良かった。文句なしで高評価。,1,高評価,映画,test
578,居酒屋は雰囲気に少し不満があったが、ボリュームは良く、総合的には気に入っている。,1,高評価,飲食店,train
579,カフェは店内の清潔さは良かったが、メニューの豊富さが悪く、総合的には不満が残った。,0,低評価,飲食店,train
580,注文のしやすさは決して良いとは言えず、うどん店には不満が残った。,0,低評価,飲食店,validation
581,最初の印象では、マウスは静音性が良く、かなり満足している。,1,高評価,EC商品,validation
582,評判が良かったので試した。ホラー映画はテンポに少し不満があったが、感情表現は良く、総合的には満足している。,1,高評価,映画,train
583,工具セットは一見良さそうで操作感も悪くない。それでもバッテリー持ちがひどく、次は選ばない。,0,低評価,EC商品,train
584,デザインに問題がないとは言えないが、モニターは総合的には十分満足できる。,1,高評価,EC商品,test
585,青春映画はキャラクターが安定していて、ストレスなく使えた。,1,高評価,映画,train
586,アクション映画は脚本に少し不満があったが、会話は良く、総合的には満足している。,1,高評価,映画,train
587,戦争映画は安くないのに、ラストがこの程度では納得できない。,0,低評価,映画,train
588,組み立て家具のサイズ感は悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,EC商品,test
589,今回初めて利用した。アメニティに大きな不満はなく、ビジネスホテルを選んで正解だった。,1,高評価,ホテル,train
590,最初の印象では、テーマが想像より悪く、音楽映画には低評価を付けたい。,0,低評価,映画,train
591,ドラマ映画は値段以上の価値を感じた。特に映像美が素晴らしい。,1,高評価,映画,train
592,一週間ほど試した。うどん店は待ち時間が良く、かなり満足している。,1,高評価,飲食店,train
593,観光ホテルはベッドの快適さもチェックアウトもかなり悪かった。残念だが低評価。,0,低評価,ホテル,train
594,定食屋は値段に見合わない。特に店内の清潔さに問題があった。,0,低評価,飲食店,train
595,しばらく利用した結果、起動速度には改善してほしい部分があるが、広告の少なさはかなり良く、全体としては気に入った。,1,高評価,アプリ,test
596,デザートがとても良かったので、パン屋をまた利用したい。,1,高評価,飲食店,validation
597,最初の印象では、検索機能に問題がないとは言えないが、ゲームアプリは総合的には十分満足できる。,1,高評価,アプリ,train
598,眺めがとても良かったので、観光ホテルをまた利用したい。,1,高評価,ホテル,train
599,しばらく利用した結果、迫力に不満があり、スポーツ映画を選んだのは失敗だった。,0,低評価,映画,train
600,サスペンス映画は映像が良く、かなり満足している。,1,高評価,映画,train
601,ネジ穴の精度に不満があり、マウスを選んだのは失敗だった。,0,低評価,EC商品,train
602,実際に使ってみると、朝食は予想以上だったが、そのほかはスタッフの対応が使いにくく満足できなかった。,0,低評価,ホテル,train
603,電源タップは期待に応えてくれなかった。音質にも満足できない。,0,低評価,EC商品,validation
604,最初の印象では、ボリュームがとても良かったので、パン屋をまた利用したい。,1,高評価,飲食店,train
605,バッテリー持ちは予想以上だったが、そのほかは組み立てやすさが使いにくく不満が残った。,0,低評価,EC商品,train
606,実際に使ってみると、そば屋は完璧ではなくスタッフの対応に難がある。それでも待ち時間が優れていて満足度は高い。,1,高評価,飲食店,train
607,ラーメン店は会計が悪く、かなり不満が残った。,0,低評価,飲食店,validation
608,宿泊施設を使ってみたが、価格が期待外れだった。,0,低評価,ホテル,test
609,モニターは完璧ではなく説明書に難がある。それでも反応速度が優れていて満足度は高い。,1,高評価,EC商品,train
610,歴史映画はラストが安定していて、ストレスなく使えた。,1,高評価,映画,validation
611,スピーカーは値段以上の価値を感じた。特に手触りが素晴らしい。,1,高評価,EC商品,train
612,ステーキ店は提供の早さが悪く、かなり不満が残った。,0,低評価,飲食店,train
613,喫茶店は立地が悪く、かなり不満が残った。,0,低評価,飲食店,train
614,回転寿司の食材の新鮮さは悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,飲食店,train
615,何度か利用してみた。冒険映画は世界観に良い点もあった。しかし余韻に問題があり、結果的にはおすすめしにくい。,0,低評価,映画,train
616,地図アプリはアップデートは良かったが、入力のしやすさが悪く、総合的には不満が残った。,0,低評価,アプリ,validation
617,ストーリーには満足したものの、映像が期待外れだったので犯罪映画には低評価を付けたい。,0,低評価,映画,train
618,声優には満足したものの、映像美が期待外れだったので家族向け映画には低評価を付けたい。,0,低評価,映画,train
619,一週間ほど試した。品質が想像より悪く、マウスには低評価を付けたい。,0,低評価,EC商品,validation
620,使いやすさは決して悪くなく、電源タップを選んで良かったと思う。,1,高評価,EC商品,train
621,決済アプリは読み込み速度に少し不満があったが、起動速度は良く、総合的には満足している。,1,高評価,アプリ,train
622,最初の印象では、立地には満足したものの、アメニティが期待外れだったので海辺のホテルには低評価を付けたい。,0,低評価,ホテル,train
623,椅子は期待に応えてくれなかった。デザインにも満足できない。,0,低評価,EC商品,train
624,冒険映画は完璧ではなくストーリーに難がある。それでもアクションが優れていて満足度は高い。,1,高評価,映画,validation
625,盛り付けは少し悪かったものの、会計が期待以上だったのでカフェには高評価を付けたい。,1,高評価,飲食店,train
626,組み立てやすさには改善してほしい部分があるが、ネジ穴の精度はかなり良く、全体としては気に入った。,1,高評価,EC商品,train
627,シティホテルは期待に応えてくれなかった。部屋の広さにも満足できない。,0,低評価,ホテル,train
628,席の広さが想像より良く、ハンバーガー店には高評価を付けたい。,1,高評価,飲食店,train
629,そば屋を使ってみたが、会計が期待外れだった。,0,低評価,飲食店,train
630,最初の印象では、動作の安定性には改善してほしい部分があるが、静音性はかなり良く、全体としては気に入った。,1,高評価,EC商品,train
631,最初の印象では、戦争映画は余韻が悪く、かなり不満が残った。,0,低評価,映画,train
632,実際に使ってみると、そば屋はスタッフの対応は良かったが、立地が悪く、総合的には不満が残った。,0,低評価,飲食店,validation
633,ストーリーは決して良いとは言えず、歴史映画には不満が残った。,0,低評価,映画,train
634,朝食には改善してほしい部分があるが、フロント対応はかなり良く、全体としては気に入った。,1,高評価,ホテル,train
635,通知機能は少し悪かったものの、操作性が期待以上だったのでタスク管理アプリには高評価を付けたい。,1,高評価,アプリ,train
636,評判が良かったので試した。アクセスには満足したものの、眺めが期待外れだったので民宿には低評価を付けたい。,0,低評価,ホテル,train
637,余韻が残念だったので、家族向け映画はもう利用したくない。,0,低評価,映画,train
638,期待して購入した。ニュースアプリのアップデートは悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,アプリ,train
639,一週間ほど試した。接続の安定性には改善してほしい部分があるが、バッテリー持ちはかなり良く、全体としては気に入った。,1,高評価,EC商品,train
640,リゾートホテルは最初清掃が良いと感じたが、使い続けるとスタッフの対応の問題が目立ち、評価は下がった。,0,低評価,ホテル,train
641,今回初めて利用した。テンポは決して悪くなく、家族向け映画を選んで良かったと思う。,1,高評価,映画,validation
642,実際に使ってみると、朝食が想像より良く、リゾートには高評価を付けたい。,1,高評価,ホテル,train
643,ゲストハウスを使ってみたが、アメニティが期待外れだった。,0,低評価,ホテル,train
644,海辺のホテルは値段に見合わない。特にチェックアウトに問題があった。,0,低評価,ホテル,train
645,デスクは静音性も頑丈さもかなり悪かった。残念だが低評価。,0,低評価,EC商品,test
646,価格がとても良かったので、洋食店をまた利用したい。,1,高評価,飲食店,train
647,立地に不満があり、リゾートホテルを選んだのは失敗だった。,0,低評価,ホテル,train
648,席の広さが悪くないというレビューもあったが、自分にはパン屋は合わなかった。,0,低評価,飲食店,train
649,バッグを使ってみたが、手触りが期待以上だった。,1,高評価,EC商品,train
650,翻訳アプリはアップデートが安定していて、ストレスなく使えた。,1,高評価,アプリ,train
651,使いやすさが想像より悪く、掃除機には低評価を付けたい。,0,低評価,EC商品,test
652,Wi-Fiがとても良かったので、民宿をまた利用したい。,1,高評価,ホテル,train
653,しばらく利用した結果、立地は決して良いとは言えず、定食屋には納得できなかった。,0,低評価,飲食店,train
654,リゾートホテルはベッドの快適さが悪く、かなり不満が残った。,0,低評価,ホテル,train
655,スマートフォンはバッテリー持ちが良く、かなり高く評価している。,1,高評価,EC商品,train
656,反応速度が素晴らしく、さらに組み立てやすさにも満足した。デスクをまた選びたい。,1,高評価,EC商品,train
657,Wi-Fiに不満があり、和風旅館を選んだのは失敗だった。,0,低評価,ホテル,train
658,アクション映画は構成は良かったが、映像が悪く、総合的には不満が残った。,0,低評価,映画,train
659,デザートが想像より悪く、ファミレスには低評価を付けたい。,0,低評価,飲食店,train
660,ヘッドホンは音質に良い点もあった。しかしネジ穴の精度に問題があり、結果的にはおすすめしにくい。,0,低評価,EC商品,test
661,写真アプリは画面の見やすさが良く、かなり満足している。,1,高評価,アプリ,train
662,同期機能は決して悪くなく、タスク管理アプリを選んで良かったと思う。,1,高評価,アプリ,train
663,梱包に問題がないとは言えないが、ケーブルは総合的には十分満足できる。,1,高評価,EC商品,validation
664,今回初めて利用した。スタッフの対応には改善してほしい部分があるが、アメニティはかなり良く、全体としては気に入った。,1,高評価,ホテル,train
665,レスポンスは予想以上だったが、そのほかは操作性が使いにくくかなり残念だった。,0,低評価,アプリ,train
666,評判が良かったので試した。バッテリー消費がとても良かったので、予約アプリをまた利用したい。,1,高評価,アプリ,train
667,何度か利用してみた。動作速度は決して良いとは言えず、SNSアプリには不満が残った。,0,低評価,アプリ,train
668,期待して購入した。立地がとても良かったので、カフェをまた利用したい。,1,高評価,飲食店,train
669,一週間ほど試した。ハンバーガー店は最初盛り付けが気になったが、使い続けると雰囲気の良さが分かり、今は満足している。,1,高評価,飲食店,train
670,喫茶店は温度が不安定で、かなりストレスを感じた。,0,低評価,飲食店,train
671,健康管理アプリは広告の少なさで気になる点もあった。しかし通知機能が良く、結果的には買って良かった。,1,高評価,アプリ,validation
672,シティホテルは館内設備が良く、かなり満足している。,1,高評価,ホテル,test
673,評判が良かったので試した。健康管理アプリを使ってみたが、操作性が期待以上だった。,1,高評価,アプリ,validation
674,期待して購入した。接続の安定性に大きな不満はなく、パソコンを選んで正解だった。,1,高評価,EC商品,train
675,演技に問題がないとは言えないが、戦争映画は総合的には十分満足できる。,1,高評価,映画,train
676,評判が良かったので試した。注文のしやすさは少し悪かったものの、ドリンクが期待以上だったのでハンバーガー店には高評価を付けたい。,1,高評価,飲食店,train
677,期待して購入した。天気アプリは読み込み速度は良かったが、通知機能が悪く、総合的には不満が残った。,0,低評価,アプリ,train
678,レビューを見て選んだが、タブレットは説明書が安定していて、ストレスなく使えた。,1,高評価,EC商品,train
679,犯罪映画は値段に見合わない。特に演出に問題があった。,0,低評価,映画,train
680,レビューを見て選んだが、カレー店は会計も席の広さも非常に良かった。文句なしで高評価。,1,高評価,飲食店,train
681,待ち時間は予想以上だったが、そのほかは立地が使いにくくかなり残念だった。,0,低評価,飲食店,train
682,スポーツ映画は期待外れ。演出と余韻のどちらも使いにくく、がっかりした。,0,低評価,映画,train
683,チェックアウトに不満があり、高級ホテルを選んだのは失敗だった。,0,低評価,ホテル,validation
684,しばらく利用した結果、ニュースアプリは通知機能も安定性もかなり悪かった。残念だが低評価。,0,低評価,アプリ,train
685,冒険映画は期待に応えてくれなかった。感情表現にも満足できない。,0,低評価,映画,train
686,スマートフォンはサイズ感に良い点もあった。しかし手触りに問題があり、結果的にはおすすめしにくい。,0,低評価,EC商品,train
687,ドラマ映画は期待外れ。世界観とテーマのどちらも使いにくく、がっかりした。,0,低評価,映画,validation
688,サイズ感は予想以上だったが、そのほかは反応速度が使いにくく不満が残った。,0,低評価,EC商品,train
689,立地は予想以上だったが、そのほかは会計が使いにくく納得できなかった。,0,低評価,飲食店,train
690,定食屋は席の広さが悪く、かなり不満が残った。,0,低評価,飲食店,train
691,サスペンス映画は感情表現で気になる点もあった。しかし構成が良く、結果的には買って良かった。,1,高評価,映画,train
692,しばらく利用した結果、構成が良くないというレビューもあったが、自分はドラマ映画に満足している。,1,高評価,映画,train
693,ファンタジー映画は高くないわけではないが、ラストを考えると納得できる。,1,高評価,映画,train
694,ニュースアプリは機能の分かりやすさも同期機能もかなり悪かった。残念だが低評価。,0,低評価,アプリ,train
695,実際に使ってみると、収納棚は接続の安定性が良く、かなり高く評価している。,1,高評価,EC商品,train
696,何度か利用してみた。会計がとても良かったので、カレー店をまた利用したい。,1,高評価,飲食店,test
697,部屋の広さに大きな不満はなく、駅前ホテルを選んで正解だった。,1,高評価,ホテル,train
698,スポーツ映画は世界観に少し不満があったが、声優は良く、総合的には満足している。,1,高評価,映画,train
699,映像がとても良かったので、冒険映画をまた利用したい。,1,高評価,映画,train
700,伏線に問題がないとは言えないが、SF映画は総合的には十分満足できる。,1,高評価,映画,train
701,カプセルホテルは最初浴場が良いと感じたが、使い続けると眺めの問題が目立ち、評価は下がった。,0,低評価,ホテル,train
702,梱包が少し悪くなっているところもあったが、そのほかは反応速度が良く使いやすい。,1,高評価,EC商品,validation
703,一週間ほど試した。恋愛映画を使ってみたが、音楽が期待外れだった。,0,低評価,映画,train
704,一週間ほど試した。ラーメン店は安くないのに、待ち時間がこの程度では納得できない。,0,低評価,飲食店,train
705,何度か利用してみた。構成が想像より悪く、ミステリー映画には低評価を付けたい。,0,低評価,映画,train
706,眺めに問題があり、さらにスタッフの対応にも不満がある。温泉ホテルはもう選ばない。,0,低評価,ホテル,train
707,ラストが悪くないというレビューもあったが、自分にはSF映画は合わなかった。,0,低評価,映画,validation
708,ボリュームがとても良かったので、回転寿司をまた利用したい。,1,高評価,飲食店,train
709,掃除機は期待に応えてくれなかった。ネジ穴の精度にも満足できない。,0,低評価,EC商品,train
710,戦争映画は期待以上。映像と構成のどちらも使いやすく、とても気に入った。,1,高評価,映画,train
711,評判が良かったので試した。ラーメン店は待ち時間に少し不満があったが、注文のしやすさは良く、総合的には満足している。,1,高評価,飲食店,train
712,今回初めて利用した。接続の安定性が残念だったので、収納棚はもう利用したくない。,0,低評価,EC商品,train
713,短編映画は構成が悪く、かなり不満が残った。,0,低評価,映画,train
714,翻訳アプリは期待以上。操作性と使い勝手のどちらも使いやすく、とても気に入った。,1,高評価,アプリ,train
715,迫力は魅力的だったが、伏線がかなり残念で、全体としては満足できなかった。,0,低評価,映画,train
716,同期機能には満足したものの、安定性が期待外れだったので地図アプリには低評価を付けたい。,0,低評価,アプリ,test
717,デザートには改善してほしい部分があるが、提供の早さはかなり良く、全体としては気に入った。,1,高評価,飲食店,validation
718,ナビアプリは値段以上の価値を感じた。特に動作速度が素晴らしい。,1,高評価,アプリ,validation
719,レスポンスは決して悪くなく、地図アプリを選んで良かったと思う。,1,高評価,アプリ,train
720,バッテリー持ちが想像より悪く、電源タップには低評価を付けたい。,0,低評価,EC商品,train
721,一週間ほど試した。ケーキ店は期待を裏切らなかった。香りにも不満はない。,1,高評価,飲食店,train
722,設定画面が悪くないというレビューもあったが、自分には動画アプリは合わなかった。,0,低評価,アプリ,train
723,何度か利用してみた。ログインに不満があり、ニュースアプリを選んだのは失敗だった。,0,低評価,アプリ,train
724,余韻に問題があり、さらにストーリーにも不満がある。短編映画はもう選ばない。,0,低評価,映画,train
725,喫茶店は最初待ち時間が良いと感じたが、使い続けると温度の問題が目立ち、評価は下がった。,0,低評価,飲食店,train
726,モニターは一見良さそうで操作感も悪くない。それでも反応速度がひどく、次は選ばない。,0,低評価,EC商品,train
727,部屋の清潔さには満足したものの、空調が期待外れだったのでリゾートには低評価を付けたい。,0,低評価,ホテル,train
728,映像美が想像より悪く、コメディ映画には低評価を付けたい。,0,低評価,映画,train
729,朝食が想像より悪く、ホテルには低評価を付けたい。,0,低評価,ホテル,train
730,チェックインのスムーズさが残念だったので、ホテルはもう利用したくない。,0,低評価,ホテル,train
731,焼肉店は期待以上。会計とスタッフの対応のどちらも使いやすく、とても気に入った。,1,高評価,飲食店,train
732,広告の少なさに問題があり、さらに検索精度にも不満がある。チャットアプリはもう選ばない。,0,低評価,アプリ,train
733,香りがとても良かったので、中華料理店をまた利用したい。,1,高評価,飲食店,validation
734,料理の味には改善してほしい部分があるが、盛り付けはかなり良く、全体としては気に入った。,1,高評価,飲食店,test
735,一週間ほど試した。ストーリーがとても良かったので、音楽映画をまた利用したい。,1,高評価,映画,test
736,ケーキ店は値段に見合わない。特に接客に問題があった。,0,低評価,飲食店,train
737,組み立て家具は期待を裏切らなかった。コストパフォーマンスにも不満はない。,1,高評価,EC商品,train
738,期待して購入した。ログインには満足したものの、レスポンスが期待外れだったので読書アプリには低評価を付けたい。,0,低評価,アプリ,train
739,読書アプリは広告の少なさが不安定で、かなりストレスを感じた。,0,低評価,アプリ,validation
740,海辺のホテルのアクセスは悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,ホテル,train
741,SNSアプリは値段に見合わない。特に動作速度に問題があった。,0,低評価,アプリ,train
742,パン屋は提供の早さは良かったが、食材の新鮮さが悪く、総合的には不満が残った。,0,低評価,飲食店,validation
743,青春映画は会話が悪く、かなり不満が残った。,0,低評価,映画,train
744,海辺のホテルは値段に見合わない。特に朝食に問題があった。,0,低評価,ホテル,train
745,最初の印象では、アクション映画は期待に応えてくれなかった。映像にも満足できない。,0,低評価,映画,train
746,アップデートが素晴らしく、さらに検索精度にも満足した。SNSアプリをまた選びたい。,1,高評価,アプリ,train
747,浴場には改善してほしい部分があるが、空調はかなり良く、全体としては気に入った。,1,高評価,ホテル,train
748,一週間ほど試した。居酒屋は最初接客が気になったが、使い続けると提供の早さの良さが分かり、今は満足している。,1,高評価,飲食店,train
749,ミステリー映画は脚本に少し不満があったが、アクションは良く、総合的には満足している。,1,高評価,映画,train
750,学習アプリを使ってみたが、読み込み速度が期待以上だった。,1,高評価,アプリ,train
