id,text,label,label_id,split
1050,今日はパンを注文した。できれば簡単に作れる方法がいい。,食事・料理,1,train
1051,TOPIXの動向に注目している。,金融・経済,4,train
1052,家でスノーボードを週末に楽しんでいる。無理なく長く続けたい。,スポーツ,3,train
1053,昨日、焼き魚を作りたい！,食事・料理,1,train
1054,仕事の合間に水泳の道具を買い替えたいので詳しく調べている。,スポーツ,3,train
1055,少し前から紅茶を食べ比べたい！,食事・料理,1,train
1056,ふと思って、動物園を観光したい。,旅行・観光,2,train
1057,友人と話していて、クラウドがほしい。,IT・テクノロジー,0,train
1058,休日にDockerについて学習中だ。速度と安定性を重視している。,IT・テクノロジー,0,train
1059,ネットで貯金について経済指標を見ていると考えている。,金融・経済,4,train
1060,休日に筋トレが上手くなりたい。,スポーツ,3,train
1061,今日は利益についてデータを集めている。,金融・経済,4,train
1062,昨日、円相場を家計簿と一緒に確認している。,金融・経済,4,train
1063,友人と話していて、資産運用が下がっている。複数の情報源を比較している。,金融・経済,4,train
1064,ネットでチャットボットの不具合を直したいと考えている。,IT・テクノロジー,0,validation
1065,家で温泉街のおすすめルートを知りたい。,旅行・観光,2,train
1066,仕事の合間に景気についてデータを集めている。,金融・経済,4,train
1067,家でテーマパークへ一人旅したい。,旅行・観光,2,train
1068,家でたこ焼きをテイクアウトしたい。辛さは控えめにしたい。,食事・料理,1,train
1069,朝から神戸をレンタカーで巡りたい。,旅行・観光,2,train
1070,今週はアイスをもう一度食べたいので情報を集めている。,食事・料理,1,train
1071,今週は株式の最新情報を調べている。,金融・経済,4,train
1072,今週はAzureの使い方を知りたい。新しい機能も試してみたい。,IT・テクノロジー,0,train
1073,来月に向けて、JavaScriptを新しくしたい。新しい機能も試してみたい。,IT・テクノロジー,0,train
1074,来月に向けて、陸上のフォームを改善したいので情報を集めている。,スポーツ,3,validation
1075,最近、ゴールの大会結果に驚いた。,スポーツ,3,train
1076,仕事の合間に円相場の推移をグラフで見ている。,金融・経済,4,train
1077,朝からWindowsを接続したい。,IT・テクノロジー,0,train
1078,朝から住宅ローンについて勉強している！,金融・経済,4,test
1079,来月に向けて、保険が企業業績に与える影響を調べたので詳しく調べている。,金融・経済,4,validation
1080,今日は税金についてデータを集めている！,金融・経済,4,train
1081,ネットで住宅ローンの予測を確認していると考えている。,金融・経済,4,train
1082,最近、データベースを高速化したい。速度と安定性を重視している。,IT・テクノロジー,0,train
1083,少し前から広島への旅行を計画している。交通費を抑えたプランにしたい。,旅行・観光,2,test
1084,今日はパソコンの構成を考えている。,IT・テクノロジー,0,train
1085,友人と話していて、iPadをインストールした。新しい機能も試してみたい。,IT・テクノロジー,0,train
1086,今週はCPUを設定している。,IT・テクノロジー,0,test
1087,ネットでメモリの動作が遅い。,IT・テクノロジー,0,test
1088,少し前からデフレのリスクを考えている。,金融・経済,4,train
1089,ふと思って、福岡で温泉に入りたい。,旅行・観光,2,train
1090,友人と話していて、バスケットボールを友人とプレーした！,スポーツ,3,train
1091,ふと思って、日経平均の動向に注目している。,金融・経済,4,train
1092,定食の人気店を調べていると思っている。,食事・料理,1,train
1093,友人と話していて、バレーで記録を伸ばしたい。無理なく長く続けたい。,スポーツ,3,train
1094,ネットでホテルへの交通費を調べている。現地のおいしいものも楽しみたい。,旅行・観光,2,train
1095,来月に向けて、利益を資産形成に活用したいと思っている。,金融・経済,4,test
1096,友人と話していて、オリンピックのプロ選手を目指している。,スポーツ,3,train
1097,昨日、家族旅行へ連休に行く予定だのでメモしておいた。,旅行・観光,2,train
1098,今週は東京へ連休に行く予定だのでメモしておいた。,旅行・観光,2,train
1099,今日は広島を観光したい！,旅行・観光,2,train
1100,バレーボールの大会をテレビで見た。,スポーツ,3,train
1101,朝からスタジアムで体を動かしたいのが最近の関心事だ。,スポーツ,3,train
1102,ネットでうどんのレシピを探している。家族にも好評な味にしたい。,食事・料理,1,train
1103,友人と話していて、お土産へ連休に行く予定だ。,旅行・観光,2,train
1104,最近、レンタカーのおすすめルートを知りたい！,旅行・観光,2,train
1105,ふと思って、海外旅行の宿泊費を比較していると思っている。,旅行・観光,2,train
1106,仕事の合間にモニターの使い方を知りたい。速度と安定性を重視している。,IT・テクノロジー,0,train
1107,仕事の合間に監督のチームに入りたい。体力づくりにも役立てたい。,スポーツ,3,train
1108,今日はファイアウォールがほしい。,IT・テクノロジー,0,validation
1109,最近、城の観光スポットを知りたい。,旅行・観光,2,train
1110,最近、弁当の人気店を調べているのでメモしておいた。,食事・料理,1,train
1111,休日に夕食を朝食に用意したのでメモしておいた。,食事・料理,1,train
1112,ネットでFRBをニュース記事で読んだので情報を集めている。,金融・経済,4,train
1113,投資の仕組みを知りたい。数字の背景も理解したい。,金融・経済,4,train
1114,今日は夕食を朝食に用意した。,食事・料理,1,train
1115,昨日、札幌の混雑状況が気になる。,旅行・観光,2,train
1116,来月に向けて、仙台への旅行を計画している。,旅行・観光,2,train
1117,最近、スマートフォンについて学習中だのでメモしておいた。,IT・テクノロジー,0,train
1118,今日はおにぎりをさっぱり味にしたい。辛さは控えめにしたい。,食事・料理,1,validation
1119,少し前からTOPIXについて投資判断を考えていると考えている。,金融・経済,4,train
1120,展望台を観光したい。交通費を抑えたプランにしたい。,旅行・観光,2,train
1121,来月に向けて、キャンプ場のおすすめルートを知りたい。家族でも楽しめる場所がいい。,旅行・観光,2,train
1122,ふと思って、オリンピックのチームに入りたい！,スポーツ,3,train
1123,今日は年金を毎日チェックしていると思っている。,金融・経済,4,train
1124,今日はレストランの人気店を調べていると思っている。,食事・料理,1,test
1125,仕事の合間に野菜をさっぱり味にしたい！,食事・料理,1,test
1126,休日にサンドイッチを食べ比べたい！,食事・料理,1,train
1127,休日に肉料理を昼ごはんに食べた,食事・料理,1,train
1128,今日は定食を作りたい！,食事・料理,1,train
1129,ネットでプロ野球を毎週続けている。選手のプレーを参考にしたい。,スポーツ,3,validation
1130,家でファイアウォールを導入したいと考えている。,IT・テクノロジー,0,train
1131,今日はスパイスのレシピを探していると思っている。,食事・料理,1,train
1132,友人と話していて、コーヒーをテイクアウトしたい。,食事・料理,1,validation
1133,サーバーを構築してみたい。,IT・テクノロジー,0,train
1134,仕事の合間にSQLをアップデートしたいのが最近の関心事だ。,IT・テクノロジー,0,train
1135,パソコンの性能を比較したい。,IT・テクノロジー,0,validation
1136,昨日、フォームで記録を伸ばしたいと考えている。,スポーツ,3,train
1137,国内旅行へ新幹線で行く。交通費を抑えたプランにしたい。,旅行・観光,2,train
1138,友人と話していて、ロードバイクが上手くなりたい。,スポーツ,3,train
1139,ふと思って、AIをアップデートしたいと思っている。,IT・テクノロジー,0,test
1140,最近、ノートパソコンについて調べているので詳しく調べている。,IT・テクノロジー,0,train
1141,今日はスノーボードの選手を応援している,スポーツ,3,train
1142,来月に向けて、金沢の旅館を予約したい。交通費を抑えたプランにしたい。,旅行・観光,2,train
1143,最近、金利について勉強している。長期的な傾向を見て判断したい。,金融・経済,4,train
1144,ふと思って、トレーニングを友人とプレーした。,スポーツ,3,train
1145,友人と話していて、チームの試合日程を見ている。,スポーツ,3,train
1146,来月に向けて、ネットワークを業務に活用したい。仕事でも使える構成にしたい。,IT・テクノロジー,0,train
1147,休日に自転車競技のプロ選手を目指している！,スポーツ,3,test
1148,少し前からiPadのセキュリティを強化したい。できれば使いやすいものを選びたい。,IT・テクノロジー,0,train
1149,最近、魚料理に合う調味料を知りたい。,食事・料理,1,train
1150,少し前からクレジットカードを長期的に見ている。,金融・経済,4,train
1151,仕事の合間にOSのログを確認している。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,train
1152,ふと思って、ピザの味付けを工夫したい。,食事・料理,1,train
1153,昨日、利益の予測を確認している。複数の情報源を比較している。,金融・経済,4,train
1154,来月に向けて、魚料理のカロリーが気になる。,食事・料理,1,train
1155,今週は親子丼を辛めに作りたいと思っている。,食事・料理,1,train
1156,今日は国債が企業業績に与える影響を調べた。,金融・経済,4,train
1157,来月に向けて、そばを作りたい。値段と量のバランスも気になる。,食事・料理,1,train
1158,少し前から海外旅行で写真を撮りたい。現地のおいしいものも楽しみたい。,旅行・観光,2,train
1159,来月に向けて、ラーメンをもう一度食べたいのでメモしておいた。,食事・料理,1,validation
1160,今日はPCを接続したい。できれば使いやすいものを選びたい。,IT・テクノロジー,0,test
1161,朝から東京を観光したい！,旅行・観光,2,train
1162,朝からルーターでエラーが出たと思っている。,IT・テクノロジー,0,train
1163,朝から選手を友人とプレーした,スポーツ,3,train
1164,友人と話していて、焼き魚を休日に楽しみたいと思っている。,食事・料理,1,train
1165,今週はバレーの練習試合に参加した。,スポーツ,3,train
1166,ネットでテーマパークを観光したい。現地のおいしいものも楽しみたい。,旅行・観光,2,train
1167,家で美術館でゆっくり過ごしたい。宿泊先の評判も確認している。,旅行・観光,2,train
1168,休日にフィギュアスケートの練習試合に参加した！,スポーツ,3,train
1169,少し前から円相場の最新情報を調べている。,金融・経済,4,train
1170,今週は投資信託の変化が気になっていると考えている。,金融・経済,4,train
1171,日経平均について経済指標を見ている。家計への影響も確認しておきたい。,金融・経済,4,train
1172,来月に向けて、函館のおすすめルートを知りたい。家族でも楽しめる場所がいい。,旅行・観光,2,train
1173,ふと思って、年金の見通しを確認している。,金融・経済,4,validation
1174,Windowsを導入したい。予算と性能のバランスも気になる。,IT・テクノロジー,0,train
1175,少し前からAWSの不具合を直したい。,IT・テクノロジー,0,train
1176,今週は国内旅行へ一人旅したい。移動時間をなるべく短くしたい。,旅行・観光,2,test
1177,プロ野球の大会をテレビで見た。,スポーツ,3,train
1178,家で観光地の宿泊費を比較している。混雑を避けて回りたい。,旅行・観光,2,train
1179,仕事の合間にテーマパークへ週末に出かける。家族でも楽しめる場所がいい。,旅行・観光,2,train
1180,今週は福岡の名所を調べている！,旅行・観光,2,train
1181,来月に向けて、カレーを手作りした。できれば簡単に作れる方法がいい。,食事・料理,1,train
1182,朝から博物館の宿泊費を比較している。宿泊先の評判も確認している。,旅行・観光,2,train
1183,友人と話していて、パスタをもう一度食べたい。,食事・料理,1,train
1184,仕事の合間に剣道の日本代表が気になる。,スポーツ,3,train
1185,今週はシチューをもう一度食べたい！,食事・料理,1,train
1186,仕事の合間にWindowsでツールを作りたい。予算と性能のバランスも気になる。,IT・テクノロジー,0,train
1187,生成AIを仕事で使いたい。,IT・テクノロジー,0,train
1188,朝から観光地を一日で回りたいのでメモしておいた。,旅行・観光,2,train
1189,今日はプロ野球を週末に楽しんでいる！,スポーツ,3,train
1190,少し前からラグビーが上手くなりたい。,スポーツ,3,train
1191,今週はVS Codeを買い替えたい。予算と性能のバランスも気になる。,IT・テクノロジー,0,train
1192,家で剣道の選手を応援している。,スポーツ,3,train
1193,朝から金沢をレンタカーで巡りたいと考えている。,旅行・観光,2,train
1194,家でロードバイクの大会に出たい。体力づくりにも役立てたい。,スポーツ,3,train
1195,ふと思って、大会の選手成績を調べている。,スポーツ,3,train
1196,最近、ハンバーグのおすすめを知りたい。,食事・料理,1,test
1197,休日にクラウドの容量を増やしたい！,IT・テクノロジー,0,train
1198,ふと思って、卓球の大会をテレビで見た。,スポーツ,3,train
1199,休日にワールドカップが上手くなりたい。体力づくりにも役立てたい。,スポーツ,3,train
1200,昨日、インフレを長期的に見ている。,金融・経済,4,train
1201,昨日、市場について家計への影響を確認した。複数の情報源を比較している。,金融・経済,4,train
1202,来月に向けて、焼き魚をお弁当に入れたい。値段と量のバランスも気になる。,食事・料理,1,train
1203,最近、筋肉の試合を見た。無理なく長く続けたい。,スポーツ,3,train
1204,今日は財政への影響を調べている。,金融・経済,4,train
1205,自転車競技の観戦チケットを取ったのでメモしておいた。,スポーツ,3,train
1206,朝から大阪のホテルを探している。,旅行・観光,2,train
1207,家でスタジアムの大会に出たい。次の試合も楽しみにしている。,スポーツ,3,train
1208,来月に向けて、剣道の結果を確認したと考えている。,スポーツ,3,train
1209,昨日、サラダを朝食に用意したのが最近の関心事だ。,食事・料理,1,test
1210,昨日、海外旅行の観光スポットを知りたい。,旅行・観光,2,train
1211,昨日、うどんを朝食に用意した！,食事・料理,1,train
1212,昨日、トレーニングのルールを調べているので情報を集めている。,スポーツ,3,train
1213,家で温泉街へ連休に行く予定だ。,旅行・観光,2,train
1214,少し前から美術館へ週末に出かける！,旅行・観光,2,train
1215,来月に向けて、札幌で写真を撮りたいのが最近の関心事だ。,旅行・観光,2,train
1216,昨日、那覇へ行きたい。交通費を抑えたプランにしたい。,旅行・観光,2,validation
1217,朝から体育館の練習メニューを考えている。,スポーツ,3,train
1218,ゴルフで体を動かしたい。もっと上達する方法を探している。,スポーツ,3,validation
1219,新しいパソコンがほしい。,IT・テクノロジー,0,train
1220,昨日、神戸の混雑状況が気になるのでメモしておいた。,旅行・観光,2,train
1221,今週はテーマパークへ新幹線で行くのでメモしておいた。,旅行・観光,2,train
1222,休日に試合のルールを調べている。体力づくりにも役立てたい。,スポーツ,3,train
1223,昨日、金利について制度を調べた！,金融・経済,4,test
1224,最近、自転車競技の得点シーンを見返した。体力づくりにも役立てたい。,スポーツ,3,test
1225,最近、キャンプ場の観光スポットを知りたい。,旅行・観光,2,test
1226,ふと思って、神社を家族で訪れたい。移動時間をなるべく短くしたい。,旅行・観光,2,train
1227,最近、保険について制度を調べた！,金融・経済,4,train
1228,友人と話していて、CPUについて調べている。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,train
1229,少し前からDockerを仕事で使いたい。,IT・テクノロジー,0,train
1230,来月に向けて、キャンプ場で食べ歩きしたい！,旅行・観光,2,train
1231,少し前からFRBの予測を確認していると思っている。,金融・経済,4,train
1232,来月に向けて、神社を観光したい。混雑を避けて回りたい。,旅行・観光,2,train
1233,ふと思って、うどんの作り方を覚えたい。,食事・料理,1,train
1234,休日にお土産の旅館を予約したいと考えている。,旅行・観光,2,test
1235,少し前から機械学習を設定している。できれば使いやすいものを選びたい。,IT・テクノロジー,0,test
1236,家でリゾートまでの行き方を調べている。宿泊先の評判も確認している。,旅行・観光,2,train
1237,友人と話していて、チームが上手くなりたい。選手のプレーを参考にしたい。,スポーツ,3,train
1238,最近、VPNの使い方を知りたい。,IT・テクノロジー,0,train
1239,今日はレンタカーで観光案内を見ている。移動時間をなるべく短くしたい。,旅行・観光,2,train
1240,来月に向けて、東京で写真を撮りたい。交通費を抑えたプランにしたい。,旅行・観光,2,test
1241,朝からクラウドの構成を考えている。,IT・テクノロジー,0,train
1242,家でスマートフォンの動作が遅い。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,validation
1243,来月に向けて、Linuxを導入したい。仕事でも使える構成にしたい。,IT・テクノロジー,0,validation
1244,来月に向けて、ケーキを食べ比べたい。,食事・料理,1,train
1245,ネットでスタジアムの試合を見た。無理なく長く続けたい。,スポーツ,3,train
1246,休日にサンドイッチがおいしかった！,食事・料理,1,train
1247,ふと思って、美術館のホテルを探しているのでメモしておいた。,旅行・観光,2,validation
1248,年金の動きを確認しているのが最近の関心事だ。,金融・経済,4,validation
1249,来月に向けて、テーマパークの宿泊費を比較している。宿泊先の評判も確認している。,旅行・観光,2,train
1250,休日に宿泊までの行き方を調べている。宿泊先の評判も確認している。,旅行・観光,2,train
1251,昨日、経済成長について制度を調べた。,金融・経済,4,train
1252,家で資産運用の動向に注目していると考えている。,金融・経済,4,train
1253,来月に向けて、プリンの店を探している。値段と量のバランスも気になる。,食事・料理,1,validation
1254,昨日、試合を練習している。,スポーツ,3,train
1255,少し前から所得税を長期的に見ている！,金融・経済,4,train
1256,来月に向けて、コンテナでツールを作りたい。新しい機能も試してみたい。,IT・テクノロジー,0,train
1257,昨日、ランニングの日本代表が気になるので情報を集めている。,スポーツ,3,train
1258,朝からデザートのレシピを探している。,食事・料理,1,train
1259,友人と話していて、日本銀行の仕組みを知りたいのが最近の関心事だ。,金融・経済,4,train
1260,休日に景気が下がっている。,金融・経済,4,train
1261,家でプリンに合う調味料を知りたいのでメモしておいた。,食事・料理,1,train
1262,少し前から牛丼に野菜を追加したい。,食事・料理,1,train
1263,今週は景気を毎日チェックしている。,金融・経済,4,train
1264,フィギュアスケートで体を動かしたい。,スポーツ,3,train
1265,昨日、為替の変化が気になっている。長期的な傾向を見て判断したい。,金融・経済,4,train
1266,休日に北海道でお土産を買いたい。,旅行・観光,2,train
1267,今週はiPadの設定を見直したい。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,train
1268,友人と話していて、市場について家計への影響を確認した！,金融・経済,4,train
1269,仕事の合間に唐揚げのカロリーが気になる,食事・料理,1,train
1270,少し前からスポーツ観戦で記録を伸ばしたいのが最近の関心事だ。,スポーツ,3,train
1271,朝から経済ニュースの見通しを確認している。,金融・経済,4,train
1272,朝からモニターの容量を増やしたいので情報を集めている。,IT・テクノロジー,0,train
1273,今週は金融政策について家計への影響を確認した。,金融・経済,4,train
1274,休日にパソコンを買い替えたい。,IT・テクノロジー,0,train
1275,ふと思って、ファイアウォールのセキュリティを強化したい。新しい機能も試してみたい。,IT・テクノロジー,0,validation
1276,最近、おにぎりをさっぱり味にしたい！,食事・料理,1,train
1277,朝からクレジットカードについて経済指標を見ている。,金融・経済,4,train
1278,家で旅館の混雑状況が気になる！,旅行・観光,2,train
1279,家でデフレの今後が気になる！,金融・経済,4,test
1280,今週はAIがほしい。仕事でも使える構成にしたい。,IT・テクノロジー,0,train
1281,今日は売上をニュースで見たので情報を集めている。,金融・経済,4,train
1282,家で利益について経済指標を見ている。,金融・経済,4,train
1283,今日は機械学習について学習中だ。,IT・テクノロジー,0,train
1284,ネットでAPIの容量を増やしたい。仕事でも使える構成にしたい。,IT・テクノロジー,0,train
1285,朝から配当をニュース記事で読んだ！,金融・経済,4,train
1286,少し前からトーナメントのプロ選手を目指していると考えている。,スポーツ,3,train
1287,昨日、TOPIXへの影響を調べている。,金融・経済,4,train
1288,家でおにぎりを注文した！,食事・料理,1,train
1289,人工知能のログを確認しているのが最近の関心事だ。,IT・テクノロジー,0,test
1290,少し前からランニングの大会に出たい。次の試合も楽しみにしている。,スポーツ,3,train
1291,今日はアプリを新しくしたい。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,train
1292,昨日、ランニングの試合を見た。次の試合も楽しみにしている。,スポーツ,3,test
1293,仕事の合間にピザを簡単に作りたい。値段と量のバランスも気になる。,食事・料理,1,train
1294,家でランニングの大会結果に驚いたと思っている。,スポーツ,3,train
1295,今週は株価について家計への影響を確認した。長期的な傾向を見て判断したい。,金融・経済,4,test
1296,少し前からサーバーを新しくしたい。,IT・テクノロジー,0,train
1297,友人と話していて、チャットボットについて調べている。速度と安定性を重視している。,IT・テクノロジー,0,train
1298,今日はボクシングの大会をテレビで見た。,スポーツ,3,train
1299,ネットで原油価格を毎日チェックしている。リスクとリターンの両方を考えたい。,金融・経済,4,validation
1300,ふと思って、親子丼を手作りした。,食事・料理,1,validation
1301,少し前から資源価格について専門家の解説を読んだ。,金融・経済,4,train
1302,朝から夕食がおいしかった！,食事・料理,1,train
1303,友人と話していて、大会を観戦したいのでメモしておいた。,スポーツ,3,train
1304,ふと思って、鍋料理の盛り付けを工夫した。,食事・料理,1,test
1305,来月に向けて、予算を資産形成に活用したいので詳しく調べている。,金融・経済,4,train
1306,家でバレーの試合日程を見ている。次の試合も楽しみにしている。,スポーツ,3,test
1307,朝からスキーを観戦したい。もっと上達する方法を探している。,スポーツ,3,train
1308,少し前からWi-Fiの最新版が気になる。,IT・テクノロジー,0,train
1309,来月に向けて、サンドイッチを食べ比べたい。,食事・料理,1,validation
1310,今週はJリーグのルールを調べている。次の試合も楽しみにしている。,スポーツ,3,train
1311,仕事の合間にメモリでエラーが出た。,IT・テクノロジー,0,train
1312,フォームのスタジアムへ行きたい。体力づくりにも役立てたい。,スポーツ,3,train
1313,家でお好み焼きをさっぱり味にしたい。できれば簡単に作れる方法がいい。,食事・料理,1,validation
1314,今週は唐揚げに合う調味料を知りたい。できれば簡単に作れる方法がいい。,食事・料理,1,train
1315,最近、メモリのセキュリティを強化したい。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,validation
1316,仕事の合間にファイアウォールでエラーが出た。,IT・テクノロジー,0,train
1317,仕事の合間にプログラミングをインストールしたので情報を集めている。,IT・テクノロジー,0,train
1318,GDPの動きを確認している。,金融・経済,4,train
1319,家で離島で写真を撮りたい。現地のおいしいものも楽しみたい。,旅行・観光,2,train
1320,昨日、ラーメンをお弁当に入れたい。近くのおいしい店も探している。,食事・料理,1,train
1321,家で福岡で温泉に入りたい。,旅行・観光,2,train
1322,少し前からメモリの使い方を知りたい！,IT・テクノロジー,0,test
1323,今週はバレーボールの大会結果に驚いた。もっと上達する方法を探している。,スポーツ,3,train
1324,今日はTOPIXについて経済指標を見ている。,金融・経済,4,train
1325,ふと思って、城の景色を見たいと考えている。,旅行・観光,2,train
1326,来月に向けて、水泳のスタジアムへ行きたい。無理なく長く続けたい。,スポーツ,3,test
1327,友人と話していて、クラウドについて学習中だと思っている。,IT・テクノロジー,0,train
1328,友人と話していて、スノーボードの観戦チケットを取った。体力づくりにも役立てたい。,スポーツ,3,test
1329,昨日、レスリングで記録を伸ばしたい,スポーツ,3,train
1330,友人と話していて、剣道のチームに入りたいので詳しく調べている。,スポーツ,3,train
1331,ふと思って、デスクトップPCの使い方を知りたいので詳しく調べている。,IT・テクノロジー,0,validation
1332,休日にトーナメントのスタジアムへ行きたい。,スポーツ,3,train
1333,朝から景気を家計簿と一緒に確認している。,金融・経済,4,train
1334,ふと思って、旅行費用の旅行プランを作っているのが最近の関心事だ。,旅行・観光,2,train
1335,ネットで奈良へ週末に出かける。家族でも楽しめる場所がいい。,旅行・観光,2,train
1336,昨日、経済成長の動きを確認している。短期的な変動だけで判断しないようにしたい。,金融・経済,4,train
1337,利益のリスクを考えている。長期的な傾向を見て判断したい。,金融・経済,4,train
1338,休日にフォームの観戦チケットを取った。基礎からフォームを見直したい。,スポーツ,3,train
1339,朝からLinuxについて調べている。新しい機能も試してみたい。,IT・テクノロジー,0,train
1340,ふと思って、預金の見通しを確認しているのが最近の関心事だ。,金融・経済,4,train
1341,仕事の合間にPCを設定しているので詳しく調べている。,IT・テクノロジー,0,test
1342,タブレットについて調べている,IT・テクノロジー,0,train
1343,ふと思って、投資のリスクを考えている,金融・経済,4,train
1344,友人と話していて、ピザがおいしかった。値段と量のバランスも気になる。,食事・料理,1,train
1345,友人と話していて、CPUの動作が遅いのでメモしておいた。,IT・テクノロジー,0,train
1346,最近、空港へ連休に行く予定だと思っている。,旅行・観光,2,train
1347,今週はセキュリティをインストールしたと思っている。,IT・テクノロジー,0,train
1348,ネットで美術館を観光したい。,旅行・観光,2,train
1349,ふと思って、タブレットを買い替えたい！,IT・テクノロジー,0,train
1350,少し前からコーヒーの味付けを工夫したいのが最近の関心事だ。,食事・料理,1,train
1351,休日にアイスを休日に楽しみたい。,食事・料理,1,train
1352,友人と話していて、ホームランを毎週続けている。基礎からフォームを見直したい。,スポーツ,3,test
1353,休日にPythonを勉強したい！,IT・テクノロジー,0,validation
1354,昨日、ホテルへ行きたいのでメモしておいた。,旅行・観光,2,train
1355,仕事の合間にPCを高速化したい。,IT・テクノロジー,0,train
1356,最近、神社へ週末に出かける。,旅行・観光,2,train
1357,仕事の合間にオムライスをさっぱり味にしたいので詳しく調べている。,食事・料理,1,train
1358,家で企業業績の変化が気になっている。,金融・経済,4,train
1359,昨日、陸上の観戦チケットを取った！,スポーツ,3,train
1360,ふと思って、レスリングを週末に楽しんでいる。,スポーツ,3,train
1361,ふと思って、金利について家計への影響を確認した！,金融・経済,4,validation
1362,ネットでステーキを昼ごはんに食べた！,食事・料理,1,train
1363,家で焼肉をテイクアウトしたい！,食事・料理,1,test
1364,家で預金の見通しを確認していると考えている。,金融・経済,4,validation
1365,今日は年金の今後が気になる。リスクとリターンの両方を考えたい。,金融・経済,4,train
1366,最近、キーボードがほしい！,IT・テクノロジー,0,test
1367,友人と話していて、経済ニュースについて勉強している。長期的な傾向を見て判断したい。,金融・経済,4,train
1368,昨日、ラーメンを冷凍保存したい。,食事・料理,1,validation
1369,休日にシーフードを朝食に用意した！,食事・料理,1,train
1370,来月に向けて、資源価格の変化が気になっていると考えている。,金融・経済,4,train
1371,友人と話していて、弁当を冷凍保存したい。近くのおいしい店も探している。,食事・料理,1,train
1372,旅行の名所を調べていると考えている。,旅行・観光,2,train
1373,ネットで市場についてデータを集めている！,金融・経済,4,train
1374,少し前からカレーを簡単に作りたい。,食事・料理,1,train
1375,来月に向けて、Jリーグの道具を買い替えたいと考えている。,スポーツ,3,train
1376,仕事の合間にFRBの最新情報を調べている。長期的な傾向を見て判断したい。,金融・経済,4,train
1377,ネットでゴルフのプロ選手を目指している。無理なく長く続けたい。,スポーツ,3,test
1378,家でマウスの使い方を知りたい。,IT・テクノロジー,0,train
1379,最近、デスクトップPCを設定している。,IT・テクノロジー,0,train
1380,最近、サンドイッチを手作りした。,食事・料理,1,train
1381,朝からWi-Fiがほしいと考えている。,IT・テクノロジー,0,train
1382,休日に観光地までの行き方を調べていると思っている。,旅行・観光,2,train
1383,少し前から天ぷらがおいしかったので詳しく調べている。,食事・料理,1,validation
1384,友人と話していて、国債のリスクを考えている。複数の情報源を比較している。,金融・経済,4,train
1385,少し前から京都を観光したい。宿泊先の評判も確認している。,旅行・観光,2,train
1386,今週は寺への旅行を計画していると思っている。,旅行・観光,2,test
1387,友人と話していて、経済成長の予測を確認している。短期的な変動だけで判断しないようにしたい。,金融・経済,4,train
1388,メモリを増設したい。,IT・テクノロジー,0,train
1389,ふと思って、住宅ローンの見通しを確認している。短期的な変動だけで判断しないようにしたい。,金融・経済,4,train
1390,友人と話していて、クレジットカードの最新情報を調べているのでメモしておいた。,金融・経済,4,train
1391,休日に離島から帰ってきた。,旅行・観光,2,train
1392,朝から為替レートへの影響を調べていると考えている。,金融・経済,4,validation
1393,休日に決算の最新情報を調べているので情報を集めている。,金融・経済,4,test
1394,ふと思って、決算についてデータを集めているのが最近の関心事だ。,金融・経済,4,train
1395,ふと思って、金利の最新情報を調べている。複数の情報源を比較している。,金融・経済,4,train
1396,昨日、SQLを新しくしたい。,IT・テクノロジー,0,train
1397,友人と話していて、シーフードを作りたい。値段と量のバランスも気になる。,食事・料理,1,validation
1398,今週はAIを新しくしたい！,IT・テクノロジー,0,train
1399,休日にラーメンを辛めに作りたい。,食事・料理,1,train
1400,仕事の合間に温泉へ連休に行く予定だ。,旅行・観光,2,train
1401,来月に向けて、山の旅館を予約したい。宿泊先の評判も確認している。,旅行・観光,2,validation
1402,友人と話していて、北海道の宿泊費を比較している。交通費を抑えたプランにしたい。,旅行・観光,2,train
1403,仕事の合間に博物館への旅行を計画している。家族でも楽しめる場所がいい。,旅行・観光,2,train
1404,ふと思って、TOPIXについて専門家の解説を読んだ。数字の背景も理解したい。,金融・経済,4,train
1405,昨日、パスタのカロリーが気になる。,食事・料理,1,train
1406,昨日、コーヒーを食べたいと考えている。,食事・料理,1,test
1407,最近、体操の試合を見た。体力づくりにも役立てたい。,スポーツ,3,train
1408,友人と話していて、シーフードを休日に楽しみたい。値段と量のバランスも気になる。,食事・料理,1,train
1409,昨日、ネットワークのセキュリティを強化したいので情報を集めている。,IT・テクノロジー,0,train
1410,家でカフェをさっぱり味にしたい。,食事・料理,1,train
1411,機械学習を自作してみたい。できれば使いやすいものを選びたい。,IT・テクノロジー,0,validation
1412,消費税のリスクを考えている。長期的な傾向を見て判断したい。,金融・経済,4,train
1413,昨日、VS Codeを自動化に使いたい。,IT・テクノロジー,0,validation
1414,朝からステーキをお弁当に入れたい。近くのおいしい店も探している。,食事・料理,1,train
1415,今日は魚料理の店を探している。,食事・料理,1,test
1416,動物園へ一人旅したい。交通費を抑えたプランにしたい。,旅行・観光,2,validation
