id,text,label,sentiment,domain,split
264,今回初めて利用した。不満が多く、写真アプリは動作速度のせいで快適に利用できなかった。,0,低評価,アプリ,validation
265,接客が想像より良かった。次回もカフェを選びたい。,1,高評価,飲食店,train
266,軽さが想像より好印象だった。次回も椅子を選びたい。,1,高評価,EC商品,train
267,友人の勧めで試してみた。最初は不安だったが、居酒屋は実際に試すとメニューの豊富さが良くて気に入った。,1,高評価,飲食店,train
268,シティホテルは悪くないと思っていたが、眺めがかなり残念だった。,0,低評価,ホテル,train
269,一週間ほど試した。良いところも少しあったが、民宿は部屋の清潔さが残念だったので不満が残った。 次は選ばないと思う。,0,低評価,ホテル,test
270,キーボードは悪くないどころか、軽さがかなり良かった。,1,高評価,EC商品,validation
271,レビューを見て選んだ。静かさが想像より好印象だった。次回も温泉旅館を選びたい。,1,高評価,ホテル,train
272,少し気になる点はあったが、リゾートホテルは朝食が満足できたので満足している。,1,高評価,ホテル,train
273,学習アプリは悪くないどころか、使い勝手がかなり良かった。 総合的には満足している。,1,高評価,アプリ,validation
274,実際に使ってみると、良いところも少しあったが、マウスは使いやすさが悪かったので不満が残った。,0,低評価,EC商品,train
275,良い点もあるものの、充電器は総合的に動作の安定性が悪く低評価にしたい。,0,低評価,EC商品,train
276,一週間ほど試した。音楽アプリを使ってみたところ、デザインが不便で満足できなかった。,0,低評価,アプリ,train
277,ニュースアプリを使ってみたところ、デザインが便利で満足度は高い。,1,高評価,アプリ,validation
278,一週間ほど試した。良い点もあるものの、バッグは総合的に耐久性が悪く低評価にしたい。 次は選ばないと思う。,0,低評価,EC商品,train
279,少し気になる点はあったが、恋愛映画はストーリーが良かったので満足している。,1,高評価,映画,train
280,実際に使ってみると、評判ほど良くなかった。予約アプリは使い勝手に問題があり、人には勧めにくい。,0,低評価,アプリ,train
281,最初は不安だったが、定食屋は実際に試すと雰囲気が良くて気に入った。 高評価を付けたい。,1,高評価,飲食店,train
282,今回初めて利用した。少し気になる点はあったが、観光ホテルはベッドの快適さが好印象だったので気に入っている。,1,高評価,ホテル,validation
283,一週間ほど試した。価格は安いが、冒険映画の演技を考えると不満が残る。,0,低評価,映画,train
284,実際に使ってみると、ボリュームが想像より悪かった。次回はラーメン店を選ばないと思う。,0,低評価,飲食店,train
285,空港ホテルは全体的に使いにくく、立地も残念だった。,0,低評価,ホテル,train
286,最初は良さそうに感じたが、モニターは使ってみると耐久性が悪くて期待を下回った。,0,低評価,EC商品,train
287,しばらく利用した結果、機能の分かりやすさが想像より悪かった。次回は音楽アプリを選ばないと思う。 低評価にしたい。,0,低評価,アプリ,test
288,今回初めて利用した。少し気になる点はあったが、メモアプリは画面の見やすさが良かったので気に入っている。,1,高評価,アプリ,validation
289,少し気になる点はあったが、地図アプリはデザインが良かったので納得している。,1,高評価,アプリ,train
290,レビューを見て選んだ。細かい欠点はあるものの、モニターは総合的に耐久性が良く高評価にしたい。,1,高評価,EC商品,train
291,レビューを見て選んだ。評判どおりだった。シティホテルは眺めが良く、人にも勧めたい。,1,高評価,ホテル,validation
292,評判どおりだった。掃除機は品質が良く、人にも勧めたい。 高評価を付けたい。,1,高評価,EC商品,train
293,立地が想像より不満だった。次回は民宿を選ばないと思う。 低評価にしたい。,0,低評価,ホテル,train
294,コストパフォーマンスが想像より良かった。次回もキーボードを選びたい。,1,高評価,EC商品,train
295,宿泊施設を使ってみたところ、立地が便利で満足度は高い。,1,高評価,ホテル,train
296,寿司店は価格が安定していてストレスなく使えた。満足している。 高評価を付けたい。,1,高評価,飲食店,train
297,しばらく利用した結果、迫力に満足した。冒険映画を選んで正解だったと思う。,1,高評価,映画,train
298,しばらく利用した結果、ニュースアプリは操作性が不安定でストレスを感じた。不満がある。 総合的には不満が残る。,0,低評価,アプリ,validation
299,レビューを見て選んだ。パン屋は悪くないと思っていたが、雰囲気がかなり残念だった。,0,低評価,飲食店,train
300,レビューを見て選んだ。期待していたのに、寿司店は雰囲気が予想以下で残念に感じた。,0,低評価,飲食店,train
301,何度か利用してみた。ラーメン店は提供の早さが安定していてストレスなく使えた。満足している。 また使いたいと思う。,1,高評価,飲食店,train
302,実際に使ってみると、ドラマ映画は値段に見合わない。特に演出がひどかった。,0,低評価,映画,train
303,マウスを使ってみたところ、デザインが不便で満足できなかった。,0,低評価,EC商品,train
304,空港ホテルは館内設備が安定していてストレスなく使えた。満足している。,1,高評価,ホテル,train
305,アニメ映画は悪くないと思っていたが、キャラクターがかなり残念だった。 次は選ばないと思う。,0,低評価,映画,train
306,何度か利用してみた。焼肉店は値段に見合わない。特にスタッフの対応がひどかった。 次は選ばないと思う。,0,低評価,飲食店,train
307,しばらく利用した結果、最初は不安だったが、スピーカーは実際に試すと使いやすさが良くて気に入った。,1,高評価,EC商品,train
308,今回初めて利用した。良い点もあるものの、アクション映画は総合的に演出が悪く低評価にしたい。,0,低評価,映画,train
309,評判どおりだった。空港ホテルは浴場が良く、人にも勧めたい。,1,高評価,ホテル,train
310,定食屋は全体的に使いやすく、雰囲気も申し分ない。 高評価を付けたい。,1,高評価,飲食店,validation
311,一週間ほど試した。ドラマ映画を使ってみたところ、ラストが便利で満足度は高い。,1,高評価,映画,test
312,評判どおりだった。民宿は眺めが良く、人にも勧めたい。,1,高評価,ホテル,train
313,価格は安いが、リゾートホテルのベッドの快適さを考えると満足できない。 次は選ばないと思う。,0,低評価,ホテル,train
314,今回初めて利用した。最初は良さそうに感じたが、焼肉店は使ってみると食材の新鮮さが悪くて期待を下回った。,0,低評価,飲食店,train
315,一週間ほど試した。不満が多く、空港ホテルはスタッフの対応のせいで快適に利用できなかった。,0,低評価,ホテル,train
316,学習アプリは全体的に使いやすく、動作速度も申し分ない。,1,高評価,アプリ,train
317,掃除機は期待以上だった。操作感が特に良く、また利用したい。,1,高評価,EC商品,train
318,雰囲気が想像より良かった。次回もうどん店を選びたい。 高評価を付けたい。,1,高評価,飲食店,train
319,良い点もあるものの、スピーカーは総合的に耐久性が悪く低評価にしたい。,0,低評価,EC商品,train
320,しばらく利用した結果、演出が想像より悪かった。次回はコメディ映画を選ばないと思う。,0,低評価,映画,test
321,立地が想像より悪かった。次回は空港ホテルを選ばないと思う。,0,低評価,ホテル,train
322,最初は良さそうに感じたが、イタリアンは使ってみると接客が悪くてがっかりした。,0,低評価,飲食店,train
323,レビューを見て選んだ。安定性が想像より不満だった。次回は学習アプリを選ばないと思う。,0,低評価,アプリ,train
324,友人の勧めで試してみた。最初は不安だったが、ドキュメンタリー映画は実際に試すと演技が良くて気に入った。,1,高評価,映画,validation
325,価格は安いが、充電器の音質を考えると納得できない。 低評価にしたい。,0,低評価,EC商品,train
326,シティホテルは悪くないと思っていたが、スタッフの対応がかなり残念だった。 次は選ばないと思う。,0,低評価,ホテル,validation
327,期待していなかったが、カプセルホテルは館内設備が予想以上で驚いた。 また使いたいと思う。,1,高評価,ホテル,train
328,価格は少し高めだが、家計簿アプリの機能の分かりやすさを考えると十分満足できる。,1,高評価,アプリ,test
329,最初は不安だったが、イタリアンは実際に試すとスタッフの対応が良くて気に入った。,1,高評価,飲食店,train
330,少し気になる点はあったが、コメディ映画はラストが良かったので満足している。,1,高評価,映画,test
331,静かさが良くなかった。カプセルホテルを選んだのは失敗だったと思う。,0,低評価,ホテル,validation
332,大きな不満はなく、スピーカーは耐久性のおかげで快適に利用できた。,1,高評価,EC商品,train
333,一週間ほど試した。最初は不安だったが、バッグは実際に試すと音質が良くて気に入った。,1,高評価,EC商品,train
334,一週間ほど試した。焼肉店は値段に見合わない。特に店内の清潔さがひどかった。,0,低評価,飲食店,test
335,良い点もあるものの、恋愛映画は総合的にキャラクターが悪く低評価にしたい。,0,低評価,映画,train
336,良い点もあるものの、宿泊施設は総合的にチェックインのスムーズさが悪く低評価にしたい。 低評価にしたい。,0,低評価,ホテル,train
337,レビューを見て選んだ。大きな不満はなく、うどん店はボリュームのおかげで快適に利用できた。 高評価を付けたい。,1,高評価,飲食店,train
338,少し気になる点はあったが、アクション映画はストーリーが良かったので納得している。,1,高評価,映画,train
339,ラストが想像より悪かった。次回は冒険映画を選ばないと思う。 低評価にしたい。,0,低評価,映画,train
340,リゾートホテルは期待以上だった。ベッドの快適さが特に良く、また利用したい。,1,高評価,ホテル,train
341,最初は不安だったが、アニメ映画は実際に試すと映像が良くて気に入った。 また使いたいと思う。,1,高評価,映画,validation
342,最初は良さそうに感じたが、ラーメン店は使ってみると店内の清潔さが悪くて残念に感じた。,0,低評価,飲食店,train
343,レビューを見て選んだ。良い点もあるものの、SF映画は総合的に演技が悪く低評価にしたい。,0,低評価,映画,train
344,一週間ほど試した。期待していたのに、メモアプリは機能の分かりやすさが予想以下でがっかりした。,0,低評価,アプリ,train
345,しばらく利用した結果、期待していたのに、アクション映画は演出が予想以下でがっかりした。 次は選ばないと思う。,0,低評価,映画,train
346,細かい欠点はあるものの、掃除機は総合的にコストパフォーマンスが良く高評価にしたい。 高評価を付けたい。,1,高評価,EC商品,train
347,写真アプリは値段に見合わない。特に使い勝手がひどかった。,0,低評価,アプリ,test
348,不満が多く、スピーカーはサイズ感のせいで快適に利用できなかった。,0,低評価,EC商品,train
349,期待していなかったが、カプセルホテルは静かさが予想以上で驚いた。 総合的には気に入っている。,1,高評価,ホテル,train
350,宿泊施設は全体的に使いにくく、朝食も残念だった。,0,低評価,ホテル,train
351,観光ホテルは悪くないどころか、浴場がかなり良かった。,1,高評価,ホテル,train
352,民宿を使ってみたところ、スタッフの対応が不便で満足できなかった。,0,低評価,ホテル,train
353,しばらく利用した結果、最初は不安だったが、モニターは実際に試すと操作感が良くて気に入った。 高評価を付けたい。,1,高評価,EC商品,train
354,友人の勧めで試してみた。アニメ映画は値段に見合わない。特に迫力がひどかった。,0,低評価,映画,train
355,一週間ほど試した。少し気になる点はあったが、寿司店はメニューの豊富さが良かったので満足している。,1,高評価,飲食店,train
356,今回初めて利用した。期待していなかったが、モニターはコストパフォーマンスが予想以上で驚いた。,1,高評価,EC商品,validation
357,少し気になる点はあったが、椅子は操作感が満足できたので満足している。 高評価を付けたい。,1,高評価,EC商品,train
358,カプセルホテルを使ってみたところ、浴場が便利で満足度は高い。,1,高評価,ホテル,train
359,椅子は悪くないどころか、軽さがかなり良かった。 総合的には満足している。,1,高評価,EC商品,validation
360,レビューを見て選んだ。大きな不満はなく、マウスは動作の安定性のおかげで快適に利用できた。,1,高評価,EC商品,train
361,今回初めて利用した。画面の見やすさが想像より残念だった。次回は家計簿アプリを選ばないと思う。,0,低評価,アプリ,train
362,レビューを見て選んだ。イタリアンは提供の早さが安定していてストレスなく使えた。満足している。,1,高評価,飲食店,train
363,パン屋を使ってみたところ、食材の新鮮さが不便で満足できなかった。,0,低評価,飲食店,train
364,レビューを見て選んだ。学習アプリは動作速度が不安定でストレスを感じた。不満がある。,0,低評価,アプリ,train
365,スタッフの対応が想像より良かった。次回もカプセルホテルを選びたい。 また使いたいと思う。,1,高評価,ホテル,train
366,レビューを見て選んだ。最初は不安だったが、充電器は実際に試すと動作の安定性が良くて気に入った。,1,高評価,EC商品,train
367,映像が想像より良かった。次回もアクション映画を選びたい。,1,高評価,映画,train
368,カフェは悪くないどころか、食材の新鮮さがかなり良かった。,1,高評価,飲食店,train
369,何度か利用してみた。充電器を使ってみたところ、サイズ感が便利で満足度は高い。,1,高評価,EC商品,validation
370,最初は不安だったが、動画アプリは実際に試すと画面の見やすさが良くて気に入った。,1,高評価,アプリ,train
371,評判どおりだった。温泉旅館は部屋の清潔さが良く、人にも勧めたい。,1,高評価,ホテル,train
372,レビューを見て選んだ。イタリアンを使ってみたところ、価格が不便で満足できなかった。 低評価にしたい。,0,低評価,飲食店,test
373,良いところも少しあったが、アニメ映画は音楽が悪かったので不満が残った。 次は選ばないと思う。,0,低評価,映画,train
374,動作の安定性が想像より良かった。次回もキーボードを選びたい。,1,高評価,EC商品,train
375,一週間ほど試した。期待していなかったが、家計簿アプリは画面の見やすさが予想以上で驚いた。,1,高評価,アプリ,train
376,一週間ほど試した。写真アプリは全体的に使いやすく、レスポンスも申し分ない。 総合的には満足している。,1,高評価,アプリ,test
377,一週間ほど試した。少し気になる点はあったが、マウスはデザインが良かったので満足している。 高評価を付けたい。,1,高評価,EC商品,test
378,価格は少し高めだが、温泉旅館のスタッフの対応を考えると十分満足できる。 高評価を付けたい。,1,高評価,ホテル,test
379,実際に使ってみると、朝食が想像より悪かった。次回はシティホテルを選ばないと思う。,0,低評価,ホテル,validation
380,一週間ほど試した。大きな不満はなく、カプセルホテルはスタッフの対応のおかげで快適に利用できた。 また使いたいと思う。,1,高評価,ホテル,train
381,レビューを見て選んだ。評判ほど良くなかった。温泉旅館はベッドの快適さに問題があり、人には勧めにくい。,0,低評価,ホテル,train
382,しばらく利用した結果、少し気になる点はあったが、掃除機は使いやすさが良かったので満足している。,1,高評価,EC商品,train
383,ドラマ映画は悪くないどころか、演技がかなり良かった。,1,高評価,映画,train
384,最初は不安だったが、リゾートホテルは実際に試すとベッドの快適さが良くて気に入った。,1,高評価,ホテル,train
385,実際に使ってみると、恋愛映画は悪くないと思っていたが、演出がかなり残念だった。 次は選ばないと思う。,0,低評価,映画,train
386,実際に使ってみると、期待していたのに、恋愛映画は映像が予想以下でがっかりした。,0,低評価,映画,validation
387,レビューを見て選んだ。操作感が想像より不満だった。次回はマウスを選ばないと思う。,0,低評価,EC商品,train
388,一週間ほど試した。食材の新鮮さが良くなかった。うどん店を選んだのは失敗だったと思う。 次は選ばないと思う。,0,低評価,飲食店,test
389,しばらく利用した結果、細かい欠点はあるものの、イヤホンは総合的に品質が良く高評価にしたい。,1,高評価,EC商品,train
390,一週間ほど試した。音楽アプリは全体的に使いやすく、画面の見やすさも申し分ない。,1,高評価,アプリ,train
391,キーボードを使ってみたところ、音質が不便で満足できなかった。 次は選ばないと思う。,0,低評価,EC商品,train
392,焼肉店は期待以上だった。雰囲気が特に良く、また利用したい。 また使いたいと思う。,1,高評価,飲食店,train
393,雰囲気が想像より悪かった。次回はラーメン店を選ばないと思う。,0,低評価,飲食店,train
394,ニュースアプリを使ってみたところ、機能の分かりやすさが不便で満足できなかった。,0,低評価,アプリ,train
395,今回初めて利用した。イタリアンは値段以上の価値を感じた。特に価格が素晴らしい。 高評価を付けたい。,1,高評価,飲食店,train
396,レビューを見て選んだ。イタリアンは全体的に使いやすく、価格も申し分ない。,1,高評価,飲食店,train
397,評判どおりだった。居酒屋は店内の清潔さが良く、人にも勧めたい。 総合的には満足している。,1,高評価,飲食店,train
398,カレー店は全体的に使いにくく、価格も残念だった。,0,低評価,飲食店,validation
399,しばらく利用した結果、大きな不満はなく、リゾートホテルはチェックインのスムーズさのおかげで快適に利用できた。,1,高評価,ホテル,train
400,良い点もあるものの、寿司店は総合的に価格が悪く低評価にしたい。,0,低評価,飲食店,test
401,レビューを見て選んだ。期待していなかったが、恋愛映画は演出が予想以上で驚いた。,1,高評価,映画,train
402,今回初めて利用した。細かい欠点はあるものの、SF映画は総合的に世界観が良く高評価にしたい。,1,高評価,映画,train
403,最初は不安だったが、バッグは実際に試すと軽さが良くて気に入った。,1,高評価,EC商品,train
404,テンポに満足した。ドキュメンタリー映画を選んで正解だったと思う。 また使いたいと思う。,1,高評価,映画,train
405,期待していたのに、カプセルホテルは朝食が予想以下でがっかりした。,0,低評価,ホテル,train
406,細かい欠点はあるものの、アクション映画は総合的にラストが良く高評価にしたい。,1,高評価,映画,train
407,今回初めて利用した。最初は不安だったが、写真アプリは実際に試すと画面の見やすさが良くて気に入った。 また使いたいと思う。,1,高評価,アプリ,train
408,リゾートホテルは悪くないと思っていたが、浴場がかなり残念だった。,0,低評価,ホテル,test
409,一週間ほど試した。リゾートホテルは値段以上の価値を感じた。特にスタッフの対応が素晴らしい。,1,高評価,ホテル,train
410,ボリュームが想像より良かった。次回も焼肉店を選びたい。,1,高評価,飲食店,train
411,価格は安いが、リゾートホテルのスタッフの対応を考えると満足できない。,0,低評価,ホテル,train
412,ベッドの快適さに満足した。リゾートホテルを選んで正解だったと思う。 総合的には気に入っている。,1,高評価,ホテル,validation
413,今回初めて利用した。宿泊施設は浴場が安定していてストレスなく使えた。満足している。,1,高評価,ホテル,train
414,今回初めて利用した。ラーメン店は悪くないと思っていたが、スタッフの対応がかなり残念だった。,0,低評価,飲食店,train
415,しばらく利用した結果、動画アプリは期待以上だった。動作速度が特に良く、また利用したい。,1,高評価,アプリ,train
416,検索機能が良くなかった。動画アプリを選んだのは失敗だったと思う。,0,低評価,アプリ,train
417,友人の勧めで試してみた。価格は少し高めだが、音楽アプリの動作速度を考えると十分満足できる。,1,高評価,アプリ,train
418,眺めが想像より好印象だった。次回も民宿を選びたい。,1,高評価,ホテル,train
419,実際に使ってみると、演技が良くなかった。ミステリー映画を選んだのは失敗だったと思う。,0,低評価,映画,train
420,カレー店を使ってみたところ、雰囲気が便利で満足度は高い。,1,高評価,飲食店,train
421,友人の勧めで試してみた。最初は不安だったが、定食屋は実際に試すと料理の味が良くて気に入った。,1,高評価,飲食店,train
422,評判ほど良くなかった。マウスはコストパフォーマンスに問題があり、人には勧めにくい。 総合的には不満が残る。,0,低評価,EC商品,train
423,今回初めて利用した。温泉旅館はチェックインのスムーズさが安定していてストレスなく使えた。満足している。,1,高評価,ホテル,train
424,良いところも少しあったが、うどん店は接客が悪かったので不満が残った。 次は選ばないと思う。,0,低評価,飲食店,train
425,レビューを見て選んだ。家計簿アプリは悪くないと思っていたが、デザインがかなり残念だった。 低評価にしたい。,0,低評価,アプリ,train
426,不満が多く、動画アプリは動作速度のせいで快適に利用できなかった。,0,低評価,アプリ,train
427,地図アプリを使ってみたところ、機能の分かりやすさが不便で満足できなかった。 低評価にしたい。,0,低評価,アプリ,validation
428,空港ホテルは静かさが不安定でストレスを感じた。不満がある。,0,低評価,ホテル,train
429,機能の分かりやすさが想像より良かった。次回もメモアプリを選びたい。,1,高評価,アプリ,train
430,レビューを見て選んだ。最初は不安だったが、ドキュメンタリー映画は実際に試すとストーリーが良くて気に入った。,1,高評価,映画,validation
431,実際に使ってみると、良いところも少しあったが、音楽アプリはレスポンスが悪かったので不満が残った。 低評価にしたい。,0,低評価,アプリ,train
432,機能の分かりやすさが想像より不満だった。次回は学習アプリを選ばないと思う。,0,低評価,アプリ,train
433,少し気になる点はあったが、キーボードは音質が良かったので満足している。,1,高評価,EC商品,train
434,最初は良さそうに感じたが、焼肉店は使ってみると食材の新鮮さが悪くてがっかりした。 次は選ばないと思う。,0,低評価,飲食店,train
435,今回初めて利用した。水筒を使ってみたところ、軽さが便利で満足度は高い。 総合的には納得している。,1,高評価,EC商品,train
436,アクション映画は悪くないどころか、世界観がかなり良かった。,1,高評価,映画,train
437,評判どおりだった。キーボードは品質が良く、人にも勧めたい。 高評価を付けたい。,1,高評価,EC商品,train
438,価格は少し高めだが、冒険映画の音楽を考えると十分満足できる。 総合的には満足している。,1,高評価,映画,train
439,評判どおりだった。冒険映画は演技が良く、人にも勧めたい。 高評価を付けたい。,1,高評価,映画,train
440,スピーカーを使ってみたところ、軽さが不便で満足できなかった。,0,低評価,EC商品,train
441,最初は良さそうに感じたが、音楽アプリは使ってみるとデザインが悪くて期待を下回った。,0,低評価,アプリ,train
442,価格は安いが、シティホテルの浴場を考えると満足できない。 次は選ばないと思う。,0,低評価,ホテル,train
443,不満が多く、シティホテルはチェックインのスムーズさのせいで快適に利用できなかった。,0,低評価,ホテル,train
444,大きな不満はなく、写真アプリは使い勝手のおかげで快適に利用できた。,1,高評価,アプリ,train
445,カレー店は全体的に使いにくく、食材の新鮮さも残念だった。,0,低評価,飲食店,validation
446,しばらく利用した結果、温泉旅館は期待外れだった。スタッフの対応に不満があり、もう利用したくない。 低評価にしたい。,0,低評価,ホテル,train
447,一週間ほど試した。評判どおりだった。カフェはスタッフの対応が良く、人にも勧めたい。,1,高評価,飲食店,train
448,SF映画を使ってみたところ、演出が不便で満足できなかった。,0,低評価,映画,train
449,水筒は全体的に使いやすく、品質も申し分ない。,1,高評価,EC商品,train
450,実際に使ってみると、チャットアプリは全体的に使いやすく、安定性も申し分ない。,1,高評価,アプリ,test
451,デザインが想像より良かった。次回もモニターを選びたい。,1,高評価,EC商品,train
452,学習アプリは期待以上だった。通知機能が特に良く、また利用したい。,1,高評価,アプリ,train
453,期待していなかったが、観光ホテルは館内設備が予想以上で驚いた。,1,高評価,ホテル,train
454,モニターは全体的に使いにくく、音質も残念だった。,0,低評価,EC商品,train
455,料理の味が想像より悪かった。次回は寿司店を選ばないと思う。,0,低評価,飲食店,train
456,しばらく利用した結果、キャラクターが良くなかった。恋愛映画を選んだのは失敗だったと思う。,0,低評価,映画,train
457,何度か利用してみた。良いところも少しあったが、コメディ映画はテンポが悪かったので不満が残った。,0,低評価,映画,test
458,何度か利用してみた。焼肉店は悪くないどころか、スタッフの対応がかなり良かった。 高評価を付けたい。,1,高評価,飲食店,train
459,一週間ほど試した。評判ほど良くなかった。アニメ映画は迫力に問題があり、人には勧めにくい。,0,低評価,映画,train
460,何度か利用してみた。期待していなかったが、宿泊施設は浴場が予想以上で驚いた。 総合的には満足している。,1,高評価,ホテル,train
461,細かい欠点はあるものの、宿泊施設は総合的に朝食が良く高評価にしたい。,1,高評価,ホテル,train
462,今回初めて利用した。良いところも少しあったが、焼肉店は店内の清潔さが悪かったので不満が残った。,0,低評価,飲食店,train
463,アクション映画は全体的に使いやすく、テンポも申し分ない。,1,高評価,映画,train
464,写真アプリは値段以上の価値を感じた。特に安定性が素晴らしい。,1,高評価,アプリ,validation
465,大きな不満はなく、温泉旅館は浴場のおかげで快適に利用できた。,1,高評価,ホテル,train
466,レビューを見て選んだ。動画アプリは安定性が安定していてストレスなく使えた。満足している。,1,高評価,アプリ,train
467,実際に使ってみると、椅子を使ってみたところ、品質が不便で満足できなかった。,0,低評価,EC商品,train
468,一週間ほど試した。料理の味に満足した。パン屋を選んで正解だったと思う。,1,高評価,飲食店,validation
469,しばらく利用した結果、寿司店は悪くないと思っていたが、料理の味がかなり残念だった。 次は選ばないと思う。,0,低評価,飲食店,train
470,評判ほど良くなかった。アニメ映画はストーリーに問題があり、人には勧めにくい。,0,低評価,映画,train
471,ニュースアプリは全体的に使いにくく、通知機能も残念だった。 次は選ばないと思う。,0,低評価,アプリ,train
472,使い勝手が想像より悪かった。次回は地図アプリを選ばないと思う。 次は選ばないと思う。,0,低評価,アプリ,train
473,一週間ほど試した。ニュースアプリは悪くないと思っていたが、操作性がかなり残念だった。 低評価にしたい。,0,低評価,アプリ,validation
474,しばらく利用した結果、最初は不安だったが、ミステリー映画は実際に試すと音楽が良くて気に入った。,1,高評価,映画,train
475,今回初めて利用した。評判どおりだった。椅子はコストパフォーマンスが良く、人にも勧めたい。,1,高評価,EC商品,train
476,何度か利用してみた。ボリュームが想像より好印象だった。次回もカレー店を選びたい。,1,高評価,飲食店,test
477,音質が想像より不満だった。次回は椅子を選ばないと思う。 総合的には不満が残る。,0,低評価,EC商品,train
478,一週間ほど試した。最初は不安だったが、モニターは実際に試すとサイズ感が良くて気に入った。,1,高評価,EC商品,train
479,良い点もあるものの、家計簿アプリは総合的にレスポンスが悪く低評価にしたい。,0,低評価,アプリ,train
480,実際に使ってみると、アニメ映画は全体的に使いやすく、ストーリーも申し分ない。,1,高評価,映画,train
481,価格は安いが、カフェのボリュームを考えると満足できない。,0,低評価,飲食店,train
482,大きな不満はなく、宿泊施設は浴場のおかげで快適に利用できた。 総合的には納得している。,1,高評価,ホテル,train
483,バッグは期待以上だった。サイズ感が特に良く、また利用したい。 総合的には気に入っている。,1,高評価,EC商品,train
484,画面の見やすさが良くなかった。写真アプリを選んだのは失敗だったと思う。,0,低評価,アプリ,train
485,友人の勧めで試してみた。演技が想像より悪かった。次回はコメディ映画を選ばないと思う。 総合的には不満が残る。,0,低評価,映画,train
486,しばらく利用した結果、最初は不安だったが、定食屋は実際に試すと提供の早さが良くて気に入った。,1,高評価,飲食店,train
487,キーボードは悪くないと思っていたが、軽さがかなり残念だった。,0,低評価,EC商品,train
488,何度か利用してみた。最初は良さそうに感じたが、居酒屋は使ってみると接客が悪くて残念に感じた。,0,低評価,飲食店,train
489,恋愛映画は悪くないどころか、テンポがかなり良かった。 また使いたいと思う。,1,高評価,映画,train
490,しばらく利用した結果、冒険映画は悪くないと思っていたが、演出がかなり残念だった。,0,低評価,映画,train
491,地図アプリは悪くないどころか、検索機能がかなり良かった。,1,高評価,アプリ,train
492,最初は良さそうに感じたが、マウスは使ってみると使いやすさが悪くてがっかりした。,0,低評価,EC商品,train
493,一週間ほど試した。パン屋は期待以上だった。店内の清潔さが特に良く、また利用したい。 総合的には満足している。,1,高評価,飲食店,train
494,一週間ほど試した。期待していなかったが、寿司店は価格が予想以上で驚いた。 また使いたいと思う。,1,高評価,飲食店,train
495,友人の勧めで試してみた。キーボードは全体的に使いにくく、コストパフォーマンスも残念だった。,0,低評価,EC商品,test
496,しばらく利用した結果、価格は安いが、バッグの使いやすさを考えると満足できない。 総合的には不満が残る。,0,低評価,EC商品,train
497,実際に使ってみると、観光ホテルは全体的に使いやすく、チェックインのスムーズさも申し分ない。 総合的には満足している。,1,高評価,ホテル,train
498,今回初めて利用した。音楽アプリは期待以上だった。操作性が特に良く、また利用したい。,1,高評価,アプリ,train
499,デザインが想像より良かった。次回も掃除機を選びたい。 高評価を付けたい。,1,高評価,EC商品,train
500,一週間ほど試した。スピーカーは全体的に使いにくく、軽さも残念だった。,0,低評価,EC商品,train
501,ドキュメンタリー映画を使ってみたところ、ラストが便利で満足度は高い。,1,高評価,映画,train
502,友人の勧めで試してみた。細かい欠点はあるものの、うどん店は総合的に雰囲気が良く高評価にしたい。 また使いたいと思う。,1,高評価,飲食店,train
503,レビューを見て選んだ。最初は良さそうに感じたが、イヤホンは使ってみると音質が悪くて残念に感じた。 低評価にしたい。,0,低評価,EC商品,train
504,レスポンスが想像より悪かった。次回は家計簿アプリを選ばないと思う。,0,低評価,アプリ,train
505,少し気になる点はあったが、焼肉店は雰囲気が良かったので満足している。,1,高評価,飲食店,train
506,実際に使ってみると、モニターは値段以上の価値を感じた。特に動作の安定性が期待以上だった。,1,高評価,EC商品,train
507,写真アプリは期待以上だった。機能の分かりやすさが特に良く、また利用したい。,1,高評価,アプリ,train
508,温泉旅館は悪くないどころか、立地がかなり良かった。,1,高評価,ホテル,train
509,友人の勧めで試してみた。細かい欠点はあるものの、モニターは総合的に動作の安定性が良く高評価にしたい。,1,高評価,EC商品,validation
510,チャットアプリは値段に見合わない。特に操作性がひどかった。,0,低評価,アプリ,train
511,不満が多く、カプセルホテルはチェックインのスムーズさのせいで快適に利用できなかった。,0,低評価,ホテル,train
512,動画アプリは全体的に使いにくく、機能の分かりやすさも残念だった。,0,低評価,アプリ,train
513,友人の勧めで試してみた。細かい欠点はあるものの、観光ホテルは総合的に立地が良く高評価にしたい。 また使いたいと思う。,1,高評価,ホテル,validation
514,レビューを見て選んだ。SF映画は期待以上だった。ストーリーが特に良く、また利用したい。,1,高評価,映画,train
515,実際に使ってみると、浴場が想像より好印象だった。次回も民宿を選びたい。,1,高評価,ホテル,train
516,友人の勧めで試してみた。イタリアンは全体的に使いにくく、提供の早さも残念だった。,0,低評価,飲食店,train
517,一週間ほど試した。ミステリー映画は期待外れだった。演出に不満があり、もう利用したくない。,0,低評価,映画,train
518,実際に使ってみると、提供の早さが良くなかった。カレー店を選んだのは失敗だったと思う。,0,低評価,飲食店,train
519,大きな不満はなく、空港ホテルは朝食のおかげで快適に利用できた。,1,高評価,ホテル,train
520,充電器は期待外れだった。耐久性に不満があり、もう利用したくない。,0,低評価,EC商品,test
521,動画アプリは全体的に使いやすく、使い勝手も申し分ない。,1,高評価,アプリ,train
