id,text,label,label_id,split
435,仕事で水泳のトレーニング方法を調べている。,スポーツ,3,train
436,先週、インフレが企業活動にどう影響するか考えた。,金融・経済,4,train
437,体操のチームを応援している。,スポーツ,3,train
438,先週、パスタの簡単なレシピを探している。,食事・料理,1,train
439,今日は寿司の店が混んでいたので別の店を探した。,食事・料理,1,train
440,配当が家計に与える影響を調べている。,金融・経済,4,train
441,ネットでネットワークの運用コストを見直している。,IT・テクノロジー,0,train
442,会社でGitHubを導入する予定だ。,IT・テクノロジー,0,train
443,週末にサッカーの試合を見た。,スポーツ,3,train
444,週末に卓球の試合を見た。,スポーツ,3,train
445,最近、うどんをもう少しおいしく作りたい！,食事・料理,1,train
446,今日は税金の変化をグラフで確認した。,金融・経済,4,train
447,OSのアップデート内容が気になっている！,IT・テクノロジー,0,test
448,休日に味噌汁の店が混んでいたので別の店を探した。,食事・料理,1,train
449,最近、パンをもう少しおいしく作りたい。,食事・料理,1,train
450,家でGitHubを学習するために教材を探している。,IT・テクノロジー,0,train
451,ネットでうどんに合う調味料を試してみたい。,食事・料理,1,test
452,家でバスケットボールの大会結果を確認した。,スポーツ,3,train
453,友人とOSを学習するために教材を探している。,IT・テクノロジー,0,train
454,友人と体操のチームを応援している！,スポーツ,3,train
455,家族と一緒にそばを食べに行った。,食事・料理,1,train
456,週末にマラソンの試合を見た。,スポーツ,3,train
457,今日は為替の今後の見通しが気になっている。,金融・経済,4,train
458,最近、家計についてニュースで解説されていた。,金融・経済,4,train
459,昼ごはんにパスタを食べた。,食事・料理,1,train
460,家でアプリの設定方法を調べている。,IT・テクノロジー,0,train
461,友人と市場の動きを毎日確認している。,金融・経済,4,train
462,今日はバレーボールの選手の動きが印象に残った。,スポーツ,3,train
463,仕事で休日にうどんを手作りした。,食事・料理,1,train
464,休日にスマートフォンを使った業務効率化を検討している。,IT・テクノロジー,0,train
465,友人と企業業績の動きを毎日確認している。,金融・経済,4,train
466,家でバレーボールのルールをもう一度調べた。,スポーツ,3,train
467,家で旅館の近くで食事できる店を探した。,旅行・観光,2,train
468,今日はOSの運用コストを見直している。,IT・テクノロジー,0,test
469,朝から北海道周辺の観光スポットを調べている。,旅行・観光,2,test
470,ネットで生成AIでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
471,最近、大阪の混雑状況が気になっている。,旅行・観光,2,test
472,朝から駅前の店でケーキを注文した。,食事・料理,1,validation
473,朝からスキーで使う道具を新しくした。,スポーツ,3,train
474,仕事で山間部で泊まる場所を探している。,旅行・観光,2,train
475,先週、バスケットボールのトレーニング方法を調べている。,スポーツ,3,test
476,家でセキュリティでエラーが発生したので原因を確認した。,IT・テクノロジー,0,validation
477,ネットでOSを使った業務効率化を検討している。,IT・テクノロジー,0,train
478,友人と休日に焼き魚を手作りした！,食事・料理,1,test
479,家でWebサービスのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
480,先週、観光地周辺の観光スポットを調べている。,旅行・観光,2,train
481,ネットでOSのアップデート内容が気になっている。,IT・テクノロジー,0,train
482,友人とマラソンのチームを応援している。,スポーツ,3,train
483,最近、広島の近くで食事できる店を探した。,旅行・観光,2,train
484,朝からサッカーの試合日程を確認した！,スポーツ,3,train
485,先週、水泳をテレビで観戦する予定だ。,スポーツ,3,train
486,最近、機械学習のセキュリティ対策を強化したい。,IT・テクノロジー,0,test
487,仕事で保険について基本から勉強している。,金融・経済,4,validation
488,仕事で福岡周辺の観光スポットを調べている。,旅行・観光,2,train
489,物価について専門家の解説を読んだ。,金融・経済,4,validation
490,朝からOSの設定方法を調べている。,IT・テクノロジー,0,test
491,最近、機械学習を学習するために教材を探している。,IT・テクノロジー,0,train
492,仕事で生成AIの性能を比較してみたい。,IT・テクノロジー,0,test
493,今夜はおにぎりを作る予定だ。,食事・料理,1,test
494,朝から奈良で写真を撮りたい。,旅行・観光,2,validation
495,仕事で国債の動きを毎日確認している。,金融・経済,4,train
496,家で駅前の店でサラダを注文した。,食事・料理,1,train
497,今日は保険に関する制度を調べている。,金融・経済,4,train
498,最近、バスケットボールで使う道具を新しくした。,スポーツ,3,train
499,友人と焼き魚の店が混んでいたので別の店を探した。,食事・料理,1,train
500,最近、サッカーのルールをもう一度調べた。,スポーツ,3,train
501,今日はボクシングのルールをもう一度調べた。,スポーツ,3,train
502,冷蔵庫の材料でおにぎりを作れそうだ。,食事・料理,1,train
503,ネットで北海道で泊まる場所を探している。,旅行・観光,2,train
504,友人とPythonのセキュリティ対策を強化したい。,IT・テクノロジー,0,test
505,朝から沖縄の混雑状況が気になっている。,旅行・観光,2,train
506,ネットでWebサービスのアップデート内容が気になっている。,IT・テクノロジー,0,train
507,昼ごはんにハンバーグを食べた。,食事・料理,1,train
508,最近、京都の混雑状況が気になっている。,旅行・観光,2,test
509,休日に資産運用の変化をグラフで確認した。,金融・経済,4,train
510,ネットでスマートフォンのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
511,今日は焼き魚をもう少しおいしく作りたい。,食事・料理,1,train
512,ネットで資産運用に関する制度を確認している。,金融・経済,4,train
513,仕事でWi-Fiを学習するために教材を探している。,IT・テクノロジー,0,train
514,仕事でシチューに合う調味料を試してみたい。,食事・料理,1,train
515,ネットでスマートフォンを学習するために教材を探している！,IT・テクノロジー,0,train
516,最近、税金について専門家の解説を読んだ。,金融・経済,4,train
517,今夜は餃子を作る予定だ。,食事・料理,1,train
518,バックアップのセキュリティ対策を強化したい！,IT・テクノロジー,0,validation
519,仕事でセキュリティでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
520,家で大阪の近くで食事できる店を探した。,旅行・観光,2,train
521,仕事でネットワークの性能を比較してみたい。,IT・テクノロジー,0,train
522,ラグビーで使う道具を新しくした。,スポーツ,3,validation
523,昼ごはんにラーメンを食べた。,食事・料理,1,train
524,冷蔵庫の材料でうどんを作れそうだ。,食事・料理,1,train
525,ネットで剣道で使う道具を新しくした。,スポーツ,3,train
526,今日はバレーボールのルールをもう一度調べた。,スポーツ,3,train
527,今日はスノーボードの試合日程を確認した。,スポーツ,3,train
528,ネットで経済成長についてニュースで解説されていた。,金融・経済,4,test
529,最近、機械学習のアップデート内容が気になっている。,IT・テクノロジー,0,train
530,先週、パソコンのアップデート内容が気になっている。,IT・テクノロジー,0,train
531,先週、OSのアップデート内容が気になっている。,IT・テクノロジー,0,train
532,次の休みに東京へ行く予定だ。,旅行・観光,2,validation
533,先週、冷蔵庫の材料でハンバーグを作れそうだ。,食事・料理,1,train
534,家でコーヒーの店が混んでいたので別の店を探した。,食事・料理,1,validation
535,会社でパソコンを導入する予定だ。,IT・テクノロジー,0,train
536,先週、新幹線の混雑状況が注目している。,旅行・観光,2,train
537,GPUでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
538,今日は金利についてニュースで解説されていた。,金融・経済,4,train
539,朝から美術館の近くで食事できる店を探した。,旅行・観光,2,train
540,仕事でバックアップのアップデート内容が気になっている。,IT・テクノロジー,0,test
541,仕事で休日にコーヒーを手作りした。,食事・料理,1,train
542,先週、国債が企業活動にどう影響するか考えた。,金融・経済,4,test
543,家族と一緒にオムライスを食べに行った。,食事・料理,1,train
544,家で奈良までの交通手段を比較している。,旅行・観光,2,train
545,ネットでサッカーの練習を始めた。,スポーツ,3,train
546,休日に市場のリスクを整理している。,金融・経済,4,test
547,最近、陸上の練習を始めた！,スポーツ,3,train
548,先週、Wi-Fiの運用コストを見直している。,IT・テクノロジー,0,validation
549,Wi-Fiでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
550,友人とバドミントンのトレーニング方法を調べている。,スポーツ,3,train
551,週末に野球の試合を見た。,スポーツ,3,train
552,ネットでOSを学習するために教材を探している。,IT・テクノロジー,0,train
553,ネットで資産運用の今後の見通しが気になっている。,金融・経済,4,train
554,最近、スノーボードをテレビで観戦する予定だ。,スポーツ,3,train
555,休日にアプリの設定方法を調べている。,IT・テクノロジー,0,train
556,友人とOSの運用コストを見直している。,IT・テクノロジー,0,train
557,仕事で機械学習のセキュリティ対策を強化したい。,IT・テクノロジー,0,validation
558,休日にGitHubのセキュリティ対策を強化したい。,IT・テクノロジー,0,test
559,朝からそばをもう少しおいしく作りたい。,食事・料理,1,train
560,休日に大阪のおすすめルートを確認した。,旅行・観光,2,train
561,最近、GPUの運用コストを見直している。,IT・テクノロジー,0,train
562,ネットで東京で写真を撮りたい。,旅行・観光,2,test
563,冷蔵庫の材料でケーキを作れそうだ。,食事・料理,1,train
564,先週、山間部で写真を撮りたい。,旅行・観光,2,train
565,経済成長についてニュースで解説されていた。,金融・経済,4,train
566,LLMを使って簡単なツールを作った。,IT・テクノロジー,0,train
567,朝から美術館で泊まる場所を探している。,旅行・観光,2,train
568,ネットで大阪周辺の観光スポットを調べている。,旅行・観光,2,train
569,休日に家計の今後の見通しが気になっている。,金融・経済,4,train
570,ネットでサッカーのルールをもう一度調べた。,スポーツ,3,train
571,会社でLLMを導入する予定だ。,IT・テクノロジー,0,validation
572,朝から投資信託が企業活動にどう影響するか考えた。,金融・経済,4,train
573,最近、ゴルフをテレビで観戦する予定だ。,スポーツ,3,train
574,家でスマートフォンの運用コストを見直している。,IT・テクノロジー,0,train
575,友人とGPUでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
576,家で北海道の近くで食事できる店を探した！,旅行・観光,2,train
577,最近、預金について専門家の解説を読んだ。,金融・経済,4,train
578,体操のトレーニング方法を調べている。,スポーツ,3,train
579,家で駅前の店でカレーを注文した。,食事・料理,1,train
580,ネットで自転車競技のトレーニング方法を調べている。,スポーツ,3,train
581,仕事でフィギュアスケートの練習を始めた。,スポーツ,3,train
582,先週、クラウドを使った業務効率化を検討している。,IT・テクノロジー,0,test
583,友人とボクシングの練習を始めた。,スポーツ,3,train
584,休日にラグビーで使う道具を新しくした！,スポーツ,3,train
585,友人とセキュリティを使った業務効率化を検討している！,IT・テクノロジー,0,test
586,今日は奈良の近くで食事できる店を探した！,旅行・観光,2,train
587,先週、国債についてニュースで解説されていた。,金融・経済,4,train
588,今日は鍋料理に合う調味料を試してみたい。,食事・料理,1,train
589,今日はAPIを使って簡単なツールを作った。,IT・テクノロジー,0,train
590,最近、景気が企業活動にどう影響するか考えた！,金融・経済,4,train
591,空港で写真を撮りたい。,旅行・観光,2,train
592,柔道の練習を始めた。,スポーツ,3,train
593,休日に奈良で写真を撮りたい。,旅行・観光,2,validation
594,仕事でWebサービスを使った業務効率化を検討している。,IT・テクノロジー,0,train
595,今日はデータベースを学習するために教材を探している。,IT・テクノロジー,0,validation
596,先週、景気のリスクを整理している！,金融・経済,4,train
597,休日にPythonの性能を比較してみたい。,IT・テクノロジー,0,train
598,週末に水泳の試合を見た！,スポーツ,3,train
599,神戸の近くで食事できる店を探した。,旅行・観光,2,train
600,友人と金沢の混雑状況が気になっている。,旅行・観光,2,train
601,昼ごはんにコーヒーを食べた。,食事・料理,1,test
602,スマートフォンを学習するために教材を探している。,IT・テクノロジー,0,train
603,市場に関する制度を確認している。,金融・経済,4,train
604,今日はテニスの選手の動きが印象に残った。,スポーツ,3,train
605,休日にコーヒーの店が混んでいたので別の店を探した。,食事・料理,1,train
606,ネットでサーバーのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
607,友人と国債についてニュースで解説されていた。,金融・経済,4,train
608,先週、資産運用に関する制度を調べている！,金融・経済,4,test
609,次の休みに美術館へ行く予定だ。,旅行・観光,2,train
610,最近、APIの性能を比較してみたい。,IT・テクノロジー,0,train
611,家で預金が家計に与える影響を調べている。,金融・経済,4,train
612,最近、バックアップでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
613,家でラーメンの簡単なレシピを探している。,食事・料理,1,train
614,最近、空港のおすすめルートを確認した。,旅行・観光,2,train
615,仕事で円相場についてニュースで解説されていた。,金融・経済,4,test
616,友人と預金のリスクを整理している。,金融・経済,4,train
617,今夜はパスタを作る予定だ。,食事・料理,1,train
618,ネットで温泉街への旅行費用を計算している。,旅行・観光,2,train
619,家でアプリのアップデート内容が気になっている。,IT・テクノロジー,0,train
620,今日はラグビーの試合日程を確認した。,スポーツ,3,train
621,休日におにぎりの店が混んでいたので別の店を探した。,食事・料理,1,train
622,最近、冷蔵庫の材料でおにぎりを作れそうだ。,食事・料理,1,train
623,決算が家計に与える影響を調べている。,金融・経済,4,train
624,ラーメンの店が混んでいたので別の店を探した。,食事・料理,1,train
625,先週、サーバーを使って簡単なツールを作った。,IT・テクノロジー,0,train
626,会社でOSを導入する予定だ。,IT・テクノロジー,0,train
627,家で海辺への旅行費用を計算している。,旅行・観光,2,train
628,友人と山間部の近くで食事できる店を探した。,旅行・観光,2,train
629,家で金沢への旅行費用を計算している。,旅行・観光,2,train
630,先週、展望台までの交通手段を比較している。,旅行・観光,2,train
631,仕事で福岡で泊まる場所を探している！,旅行・観光,2,train
632,仕事でバスケットボールをテレビで観戦する予定だ。,スポーツ,3,train
633,友人と投資信託のリスクを整理している。,金融・経済,4,train
634,今夜はハンバーグを作る予定だ。,食事・料理,1,train
635,朝からバドミントンをテレビで観戦する予定だ。,スポーツ,3,validation
636,先週、空港周辺の観光スポットを調べている！,旅行・観光,2,train
637,家で柔道のチームを応援している。,スポーツ,3,train
638,次の休みに神戸へ行く予定だ。,旅行・観光,2,test
639,APIを使って簡単なツールを作った。,IT・テクノロジー,0,train
640,仕事でLLMの性能を比較してみたい。,IT・テクノロジー,0,test
641,ネットで駅前の店で鍋料理を注文した。,食事・料理,1,train
642,家でサラダの簡単なレシピを探している！,食事・料理,1,train
643,家で金沢のおすすめルートを確認した。,旅行・観光,2,train
644,ネットでホテルの近くで食事できる店を探した！,旅行・観光,2,train
645,先週、決算について専門家の解説を読んだ。,金融・経済,4,train
646,週末に体操の試合を見た。,スポーツ,3,train
647,週末にバレーボールの試合を見た。,スポーツ,3,train
648,ネットで海辺への旅行費用を計算している。,旅行・観光,2,train
649,最近、円相場について基本から勉強している。,金融・経済,4,test
650,友人とGitHubの性能を比較してみたい。,IT・テクノロジー,0,train
651,今日はスノーボードのチームを応援している。,スポーツ,3,train
652,休日に家計が家計に与える影響を調べている。,金融・経済,4,train
653,寿司の店が混んでいたので別の店を探した。,食事・料理,1,train
654,朝から水泳のルールをもう一度調べた。,スポーツ,3,test
655,先週、株価が家計に与える影響を調べている。,金融・経済,4,train
656,冷蔵庫の材料で鍋料理を作れそうだ！,食事・料理,1,train
657,友人と駅前の店でパンを注文した。,食事・料理,1,train
658,バックアップのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
659,休日に京都への旅行費用を計算している。,旅行・観光,2,train
660,友人と大阪周辺の観光スポットを調べている。,旅行・観光,2,train
661,友人と大阪への旅行費用を計算している。,旅行・観光,2,train
662,休日にAPIのアップデート内容が気になっている。,IT・テクノロジー,0,train
663,資産運用のリスクを整理している。,金融・経済,4,train
664,家で景気について専門家の解説を読んだ。,金融・経済,4,train
665,ネットでテニスの大会結果を確認した。,スポーツ,3,test
666,最近、展望台までの交通手段を比較している。,旅行・観光,2,test
667,友人と駅前の店で鍋料理を注文した！,食事・料理,1,train
668,今日はバレーボールのトレーニング方法を調べている。,スポーツ,3,validation
669,休日に生成AIのアップデート内容が気になっている。,IT・テクノロジー,0,train
670,友人と山間部で泊まる場所を探している。,旅行・観光,2,train
671,昼ごはんに寿司を食べた！,食事・料理,1,train
672,先週、データベースのセキュリティ対策を強化したい。,IT・テクノロジー,0,validation
673,家で山間部で泊まる場所を探している。,旅行・観光,2,train
674,先週、バドミントンの選手の動きが印象に残った。,スポーツ,3,train
675,家で広島で写真を撮りたい。,旅行・観光,2,train
676,週末にバスケットボールの試合を見た。,スポーツ,3,test
677,最近、そばに合う調味料を試してみたい。,食事・料理,1,train
678,先週、コーヒーの店が混んでいたので別の店を探した。,食事・料理,1,train
679,昼ごはんにサラダを食べた！,食事・料理,1,train
680,最近、資産運用についてニュースで解説されていた。,金融・経済,4,train
681,家で水泳をテレビで観戦する予定だ。,スポーツ,3,train
682,ネットでWebサービスのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
683,市場についてニュースで解説されていた。,金融・経済,4,train
684,休日に生成AIの運用コストを見直している。,IT・テクノロジー,0,train
685,最近、バックアップのアップデート内容が気になっている。,IT・テクノロジー,0,train
686,最近、家計について基本から勉強している。,金融・経済,4,train
687,休日に体操のチームを応援している。,スポーツ,3,train
688,友人と柔道で使う道具を新しくした。,スポーツ,3,train
689,最近、Pythonのアップデート内容が気になっている。,IT・テクノロジー,0,train
690,家で福岡の近くで食事できる店を探した。,旅行・観光,2,train
691,最近、ネットワークの運用コストを見直している。,IT・テクノロジー,0,train
692,仕事で金利について専門家の解説を読んだ。,金融・経済,4,train
693,ネットでセキュリティの運用コストを見直している！,IT・テクノロジー,0,train
694,仕事でおにぎりの簡単なレシピを探している。,食事・料理,1,train
695,今日はマラソンの選手の動きが印象に残った。,スポーツ,3,train
696,先週、金利について基本から勉強している。,金融・経済,4,train
697,次の休みに温泉街へ行く予定だ。,旅行・観光,2,train
698,仕事でサラダに合う調味料を試してみたい。,食事・料理,1,train
699,ネットでOSの性能を比較してみたい。,IT・テクノロジー,0,train
700,新幹線の近くで食事できる店を探した。,旅行・観光,2,train
701,ネットで野球の試合日程を確認した。,スポーツ,3,train
702,今日は鍋料理の簡単なレシピを探している。,食事・料理,1,test
703,仕事で温泉街で泊まる場所を探している。,旅行・観光,2,validation
704,ネットでバックアップを学習するために教材を探している。,IT・テクノロジー,0,train
705,ネットで陸上のチームを応援している。,スポーツ,3,train
706,駅前の店でパスタを注文した。,食事・料理,1,train
707,家で駅前の店でパスタを注文した。,食事・料理,1,train
708,家で北海道のおすすめルートを確認した。,旅行・観光,2,train
709,今日は美術館の混雑状況が気になっている。,旅行・観光,2,train
710,仕事でラグビーのルールをもう一度調べた。,スポーツ,3,train
711,ネットでバスケットボールをテレビで観戦する予定だ。,スポーツ,3,train
712,仕事で経済成長の変化をグラフで確認した。,金融・経済,4,train
713,最近、バスケットボールの選手の動きが印象に残った。,スポーツ,3,train
714,最近、休日にオムライスを手作りした。,食事・料理,1,train
715,家でOSの性能を比較してみたい。,IT・テクノロジー,0,validation
716,今日は体操の大会結果を確認した。,スポーツ,3,train
717,家でPythonのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
718,家で山間部の混雑状況が注目している。,旅行・観光,2,train
719,Pythonを使って簡単なツールを作った。,IT・テクノロジー,0,train
720,家でバドミントンの大会結果を確認した。,スポーツ,3,train
721,最近、カレーの簡単なレシピを探している。,食事・料理,1,test
722,家でバスケットボールをテレビで観戦する予定だ。,スポーツ,3,test
723,家で山間部周辺の観光スポットを調べている。,旅行・観光,2,train
724,水泳の大会結果を確認した。,スポーツ,3,train
725,最近、自転車競技の練習を始めた。,スポーツ,3,train
726,フィギュアスケートのトレーニング方法を調べている。,スポーツ,3,train
727,家で税金について専門家の解説を読んだ。,金融・経済,4,train
728,展望台で泊まる場所を探している。,旅行・観光,2,train
729,今日は焼き魚の店が混んでいたので別の店を探した。,食事・料理,1,train
730,友人と資産運用について基本から勉強している！,金融・経済,4,train
731,朝からうどんの店が混んでいたので別の店を探した。,食事・料理,1,train
732,今日は柔道の練習を始めた。,スポーツ,3,train
733,家で北海道の近くで食事できる店を探した。,旅行・観光,2,validation
734,友人と機械学習のセキュリティ対策を強化したい。,IT・テクノロジー,0,validation
735,休日に預金のリスクを整理している。,金融・経済,4,validation
736,休日に機械学習の性能を比較してみたい。,IT・テクノロジー,0,train
737,先週、空港のおすすめルートを確認した。,旅行・観光,2,train
738,Wi-Fiのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
739,朝から配当のリスクを整理している。,金融・経済,4,train
740,ネットで決算が家計に与える影響を調べている。,金融・経済,4,train
741,仕事で神戸への旅行費用を計算している。,旅行・観光,2,validation
742,友人と広島までの交通手段を比較している。,旅行・観光,2,train
743,次の休みに京都へ行く予定だ。,旅行・観光,2,train
744,家でラグビーをテレビで観戦する予定だ。,スポーツ,3,test
745,友人とホテルまでの交通手段を比較している。,旅行・観光,2,train
746,家でマラソンをテレビで観戦する予定だ。,スポーツ,3,validation
747,休日に国債が家計に与える影響を調べている！,金融・経済,4,validation
748,最近、Wi-Fiの運用コストを見直している。,IT・テクノロジー,0,train
749,休日に餃子の店が混んでいたので別の店を探した。,食事・料理,1,train
750,GPUのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
751,昼ごはんに炒飯を食べた！,食事・料理,1,validation
752,先週、金沢で写真を撮りたい。,旅行・観光,2,train
753,最近、スノーボードのトレーニング方法を調べている。,スポーツ,3,validation
754,先週、海辺で泊まる場所を探している。,旅行・観光,2,train
755,今日は広島で泊まる場所を探している。,旅行・観光,2,train
756,先週、インフレに関する制度を調べている。,金融・経済,4,train
757,休日に北海道で泊まる場所を探している。,旅行・観光,2,train
758,物価についてニュースで解説されていた。,金融・経済,4,train
759,休日に保険のリスクを整理している。,金融・経済,4,train
760,ネットで金利について専門家の解説を読んだ。,金融・経済,4,test
761,朝から陸上のチームを応援している。,スポーツ,3,train
762,先週、シチューの簡単なレシピを探している。,食事・料理,1,train
763,休日に景気が企業活動にどう影響するか考えた。,金融・経済,4,train
764,朝から温泉街のおすすめルートを確認した！,旅行・観光,2,train
765,休日に保険が企業活動にどう影響するか考えた。,金融・経済,4,train
766,朝から経済成長について基本から勉強している。,金融・経済,4,train
767,友人と自転車競技のチームを応援している。,スポーツ,3,train
768,友人と福岡周辺の観光スポットを調べている。,旅行・観光,2,train
769,休日にPythonを使って簡単なツールを作った。,IT・テクノロジー,0,train
770,最近、体操をテレビで観戦する予定だ。,スポーツ,3,validation
771,休日に沖縄までの交通手段を比較している。,旅行・観光,2,train
772,先週、温泉街の混雑状況が気になっている。,旅行・観光,2,train
773,先週、神戸のおすすめルートを確認した。,旅行・観光,2,train
774,ネットでシチューの簡単なレシピを探している。,食事・料理,1,train
775,休日に休日にそばを手作りした。,食事・料理,1,train
776,朝から休日に寿司を手作りした。,食事・料理,1,train
777,家でアプリを使って簡単なツールを作った。,IT・テクノロジー,0,test
778,昼ごはんに寿司を食べた。,食事・料理,1,train
779,次の休みに新幹線へ行く予定だ。,旅行・観光,2,validation
780,仕事でスキーのルールをもう一度調べた。,スポーツ,3,train
781,最近、サッカーの大会結果を確認した。,スポーツ,3,train
782,先週、バレーボールの試合日程を確認した。,スポーツ,3,train
783,ネットでセキュリティでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
784,マラソンの練習を始めた。,スポーツ,3,train
785,最近、サッカーをテレビで観戦する予定だ。,スポーツ,3,test
786,Pythonを使った業務効率化を検討している。,IT・テクノロジー,0,train
787,今夜は寿司を作る予定だ。,食事・料理,1,train
788,朝から卓球のトレーニング方法を調べている。,スポーツ,3,test
789,休日に水泳の選手の動きが印象に残った！,スポーツ,3,train
790,家でマラソンのチームを応援している。,スポーツ,3,train
791,今夜はパンを作る予定だ。,食事・料理,1,train
792,家族と一緒に焼き魚を食べに行った。,食事・料理,1,train
793,家族と一緒にパスタを食べに行った。,食事・料理,1,train
794,今日はスキーの選手の動きが印象に残った。,スポーツ,3,train
795,今日は休日にパンを手作りした。,食事・料理,1,train
796,家で休日に鍋料理を手作りした。,食事・料理,1,train
797,朝から寿司をもう少しおいしく作りたい。,食事・料理,1,train
798,先週、インフレについてニュースで解説されていた。,金融・経済,4,train
799,先週、データベースの性能を比較してみたい。,IT・テクノロジー,0,train
800,ネットで決算の変化をグラフで確認した。,金融・経済,4,train
801,朝からスマートフォンを学習するために教材を探している。,IT・テクノロジー,0,train
802,先週、保険についてニュースで解説されていた。,金融・経済,4,train
803,最近、APIのアップデート内容が注目している。,IT・テクノロジー,0,train
804,友人とそばをもう少しおいしく作りたい。,食事・料理,1,train
805,家で炒飯に合う調味料を試してみたい。,食事・料理,1,train
806,家計が家計に与える影響を調べている。,金融・経済,4,train
807,家でネットワークの性能を比較してみたい！,IT・テクノロジー,0,train
808,休日に卓球のルールをもう一度調べた。,スポーツ,3,train
809,友人と京都で写真を撮りたい。,旅行・観光,2,train
810,最近、京都で写真を撮りたい。,旅行・観光,2,train
811,家で広島への旅行費用を計算している。,旅行・観光,2,train
812,最近、景気の動きを毎日確認している。,金融・経済,4,train
813,家でOSのアップデート内容が気になっている。,IT・テクノロジー,0,train
814,今日はそばをもう少しおいしく作りたい。,食事・料理,1,train
815,友人とAPIを学習するために教材を探している！,IT・テクノロジー,0,train
816,朝から企業業績の変化をグラフで確認した！,金融・経済,4,train
817,今日は冷蔵庫の材料でパンを作れそうだ。,食事・料理,1,validation
818,今日はサラダに合う調味料を試してみたい。,食事・料理,1,train
819,家族旅行で旅館を訪れたい！,旅行・観光,2,train
820,最近、企業業績について専門家の解説を読んだ。,金融・経済,4,test
821,先週、機械学習のセキュリティ対策を強化したい。,IT・テクノロジー,0,train
822,今夜は唐揚げを作る予定だ。,食事・料理,1,train
823,先週、駅前の店で寿司を注文した。,食事・料理,1,train
824,家で休日に焼き魚を手作りした。,食事・料理,1,train
825,仕事で広島周辺の観光スポットを調べている。,旅行・観光,2,train
826,家で物価の動きを毎日確認している。,金融・経済,4,test
827,朝から駅前の店でパンを注文した。,食事・料理,1,train
828,朝から旅館で写真を撮りたい。,旅行・観光,2,validation
829,最近、北海道周辺の観光スポットを調べている。,旅行・観光,2,train
830,家族旅行で空港を訪れたい。,旅行・観光,2,train
831,家族旅行で金沢を訪れたい。,旅行・観光,2,train
832,ネットで金沢までの交通手段を比較している。,旅行・観光,2,train
833,友人と駅前の店でおにぎりを注文した。,食事・料理,1,train
834,仕事でバスケットボールの試合日程を確認した。,スポーツ,3,test
835,家族旅行で東京を訪れたい。,旅行・観光,2,train
836,朝から観光地までの交通手段を比較している。,旅行・観光,2,train
837,先週、セキュリティのセキュリティ対策を強化したい！,IT・テクノロジー,0,train
838,家で保険が家計に与える影響を調べている。,金融・経済,4,train
839,最近、駅前の店でラーメンを注文した。,食事・料理,1,train
840,今夜はサラダを作る予定だ。,食事・料理,1,train
841,友人と決算についてニュースで解説されていた。,金融・経済,4,train
842,今日は沖縄の近くで食事できる店を探した！,旅行・観光,2,test
843,最近、パンの簡単なレシピを探している。,食事・料理,1,validation
844,友人とインフレについて専門家の解説を読んだ。,金融・経済,4,train
845,仕事で物価について専門家の解説を読んだ。,金融・経済,4,train
846,休日にPythonを使った業務効率化を検討している。,IT・テクノロジー,0,train
847,家でGPUの設定方法を調べている。,IT・テクノロジー,0,validation
848,福岡のおすすめルートを確認した。,旅行・観光,2,train
849,休日にコーヒーの簡単なレシピを探している。,食事・料理,1,train
850,休日に配当に関する制度を調べている。,金融・経済,4,train
851,今日は機械学習を使って簡単なツールを作った。,IT・テクノロジー,0,train
852,休日に新幹線までの交通手段を比較している。,旅行・観光,2,train
853,休日に味噌汁に合う調味料を試してみたい。,食事・料理,1,train
854,先週、京都の混雑状況が気になっている。,旅行・観光,2,train
855,家族と一緒にシチューを食べに行った。,食事・料理,1,train
856,仕事で休日にカレーを手作りした。,食事・料理,1,train
857,最近、京都への旅行費用を計算している。,旅行・観光,2,train
858,ネットで冷蔵庫の材料で鍋料理を作れそうだ！,食事・料理,1,train
859,大阪で写真を撮りたい。,旅行・観光,2,train
860,休日にそばの簡単なレシピを探している。,食事・料理,1,train
861,今日は円相場の変化をグラフで確認した。,金融・経済,4,train
862,休日に鍋料理に合う調味料を試してみたい。,食事・料理,1,validation
863,ネットでプログラムのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
864,友人と野球の試合日程を確認した。,スポーツ,3,train
865,休日に新幹線で写真を撮りたい。,旅行・観光,2,test
866,先週、景気のリスクを整理している。,金融・経済,4,train
867,先週、バドミントンのトレーニング方法を調べている。,スポーツ,3,train
868,次の休みに大阪へ行く予定だ。,旅行・観光,2,train
